IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
DRUG VIOLATION : POSSESSION OF DRUGS,CITY OF OXFORD : PATTERSON AVE,3/21/2014 0218,3/21/2014 0218,3/21/2014 0218,2014-000352,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,CITY OF OXFORD : PATTERSON AVE,3/21/2014 0218,3/21/2014 0218,3/21/2014 0218,2014-000352,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,3/21/2014 0218,3/21/2014 0218,3/21/2014 0218,2014-000352,CLOSED.  CLEARED BY SUMMONS
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,3/21/2014 1520,3/21/2014 1520,3/21/2014 1520,2014-000353,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : BILLINGS DRIVE,3/21/2014 1843,3/21/2014 1840,3/21/2014 1840,2014-000354,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CULINARY SUPPORT CTR,3/22/2014 0701,3/22/2014 0701,3/22/2014 0701,2014-000355,UNFOUNDED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,3/22/2014 1548,3/22/2014 1548,3/22/2014 1548,2014-000356,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/23/2014 0627,3/23/2014 0627,3/23/2014 0627,2014-000357,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,3/24/2014 0840,3/21/2014 1730,3/24/2014 0800,2014-000358,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/24/2014 1620,3/24/2014 1345,3/24/2014 1545,2014-000359,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,3/25/2014 1309,3/25/2014 1309,3/25/2014 1309,2014-000360,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,3/25/2014 1359,3/24/2014 1145,3/24/2014 2115,2014-000361,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),3/26/2014 0301,3/26/2014 0301,3/26/2014 0301,2014-000362,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,3/26/2014 0821,2/26/2014 0000,3/25/2014 1900,2014-000363,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,3/26/2014 0821,2/26/2014 0000,3/25/2014 1900,2014-000363,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/28/2014 0000,3/28/2014 0000,Unknown,2014-000418,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,3/28/2014 1019,3/28/2014 1019,3/28/2014 1019,2014-000364,CLOSED
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW LANE,3/29/2014 0128,3/29/2014 0128,3/29/2014 0128,2014-000365,CLOSED.  UTT/UTC ISSUED.
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),3/29/2014 1024,3/29/2014 1024,3/29/2014 1024,2014-000366,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : CHESTNUT ST,3/29/2014 1959,3/29/2014 1959,3/29/2014 1959,2014-000368,CLOSED.  UTT/UTC ISSUED.
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : 5285 BROWN ROAD,3/30/2014 0941,3/30/2014 0941,3/30/2014 0941,2014-000369,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/30/2014 0947,3/30/2014 0947,3/30/2014 0947,2014-000370,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,3/31/2014 0814,3/31/2014 0814,3/31/2014 0814,2014-000371,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/31/2014 1746,3/31/2014 1746,3/31/2014 1746,2014-000372,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/31/2014 2323,3/31/2014 2323,3/31/2014 2323,2014-000373,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/1/2014 1309,4/1/2014 1300,4/1/2014 1309,2014-000375,UNFOUNDED
THEFT : OF A MOTOR VEHICLE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/1/2014 1309,4/1/2014 1300,4/1/2014 1309,2014-000375,UNFOUNDED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/1/2014 1327,4/1/2014 1327,4/1/2014 1327,2014-000374,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,4/1/2014 1743,4/1/2014 1743,4/1/2014 1743,2014-000376,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,4/1/2014 1926,4/1/2014 1926,4/1/2014 1926,2014-000377,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,4/2/2014 1027,4/2/2014 1027,4/2/2014 1027,2014-000378,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : HIGH ST,4/2/2014 1234,4/2/2014 1230,4/2/2014 1300,2014-000379,CLOSED.  UTT/UTC ISSUED.
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/2/2014 2224,4/2/2014 2224,4/2/2014 2224,2014-000380,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/3/2014 1205,4/3/2014 1205,4/3/2014 1205,2014-000381,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/3/2014 1343,4/3/2014 1343,4/3/2014 1343,2014-000382,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/3/2014 1504,4/3/2014 1504,4/3/2014 1504,2014-000383,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/3/2014 2016,4/3/2014 2016,4/3/2014 2016,2014-000384,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/3/2014 2216,4/3/2014 2216,4/3/2014 2216,2014-000385,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/3/2014 2216,4/3/2014 2216,4/3/2014 2216,2014-000385,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,4/4/2014 0313,4/4/2014 0313,4/4/2014 0313,2014-000386,CLOSED.  CLEARED BY ARREST
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRISON HALL,4/4/2014 0956,4/4/2014 0956,4/4/2014 0956,2014-000387,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/4/2014 1226,4/4/2014 0000,4/4/2014 1000,2014-000388,CLOSED
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/4/2014 1909,4/4/2014 1909,4/4/2014 1909,2014-000389,CLOSED.  UTT/UTC ISSUED.
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/4/2014 2014,4/4/2014 2014,4/4/2014 2014,2014-000390,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/4/2014 2223,4/4/2014 2223,4/4/2014 2223,2014-000391,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : SPRING ST,4/4/2014 2251,4/4/2014 2251,4/4/2014 2251,2014-000392,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,4/5/2014 0029,4/4/2014 0029,4/5/2014 0029,2014-000393,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/5/2014 0036,4/5/2014 0036,4/5/2014 0036,2014-000394,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/5/2014 0100,4/5/2014 0100,4/5/2014 0100,2014-000395,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/5/2014 0953,4/4/2014 1700,4/5/2014 0930,2014-000396,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,4/5/2014 1021,4/4/2014 1700,4/5/2014 0245,2014-000397,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/5/2014 1337,4/5/2014 1337,4/5/2014 1337,2014-000398,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,4/5/2014 1933,4/5/2014 1933,4/5/2014 1933,2014-000399,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,4/5/2014 2009,4/5/2014 2009,4/5/2014 2009,2014-000400,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/5/2014 2245,4/5/2014 2245,4/5/2014 2245,2014-000401,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/5/2014 2321,4/5/2014 2315,4/5/2014 2315,2014-000402,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,4/5/2014 2352,4/5/2014 2352,4/5/2014 2352,2014-000404,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/6/2014 0001,4/6/2014 0001,4/6/2014 0001,2014-000403,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/6/2014 0200,4/6/2014 0200,4/6/2014 0246,2014-000407,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/6/2014 0202,4/6/2014 0202,4/6/2014 0202,2014-000406,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/6/2014 0202,4/6/2014 0202,4/6/2014 0202,2014-000406,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/6/2014 0202,4/6/2014 0202,4/6/2014 0202,2014-000405,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/6/2014 0202,4/6/2014 0202,4/6/2014 0202,2014-000405,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/6/2014 0317,4/6/2014 0317,4/5/2014 0317,2014-000409,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/6/2014 0317,4/6/2014 0317,4/6/2014 0317,2014-000408,CLOSED.  REFERRED TO OESCR
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,4/6/2014 0650,4/6/2014 0000,4/6/2014 0650,2014-000410,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,4/6/2014 0650,4/6/2014 0000,4/6/2014 0650,2014-000410,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : LEWIS PLACE,4/6/2014 0919,4/5/2014 2206,4/6/2014 0919,2014-000411,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : NELLIE CRAIG WALKER HALL (FKA CAMPUS AVENUE BLDG),4/6/2014 1331,4/5/2014 2000,4/6/2014 1325,2014-000412,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/6/2014 1639,3/31/2014 0000,3/31/2014 0000,2014-000413,CLOSED.  REFERRED TO OESCR
DATING VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/6/2014 1639,3/31/2014 0000,3/31/2014 0000,2014-000413,CLOSED.  REFERRED TO OESCR
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/6/2014 2138,4/4/2014 2130,4/6/2014 1130,2014-000414,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/6/2014 2354,4/6/2014 2354,4/6/2014 2354,2014-000415,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/6/2014 2354,4/6/2014 2354,4/6/2014 2354,2014-000415,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/7/2014 1000,4/7/2014 1000,4/7/2014 1000,2014-000416,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BOYD HALL,4/7/2014 1102,4/2/2014 0900,4/7/2014 0900,2014-000417,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/7/2014 1219,4/7/2014 1400,4/8/2014 1730,2014-000419,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/7/2014 1220,4/18/2014 0000,4/21/2014 1300,2014-000420,CLOSED
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/7/2014 1619,4/7/2014 1619,4/7/2014 1619,2014-000421,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS DRIVE,4/7/2014 2100,4/7/2014 2100,4/7/2014 2100,2014-000422,CLOSED.  UTT/UTC ISSUED.
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,4/7/2014 2143,4/7/2014 2143,4/7/2014 2230,2014-000423,CLOSED
MENACING,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/8/2014 0147,4/8/2014 0030,4/8/2014 0030,2014-000424,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,4/8/2014 0948,4/8/2014 0948,4/8/2014 0948,2014-000425,CLOSED
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,4/8/2014 1246,3/21/2014 1200,3/31/2014 1200,2014-000426,CLOSED
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,4/8/2014 1557,3/20/2014 1600,4/7/2014 0800,2014-000427,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ITTEL HOUSE,4/8/2014 1739,4/8/2014 1739,4/8/2014 1739,2014-000429,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAYDEN PARK : MCKIE FIELD,4/8/2014 1745,4/8/2014 1745,4/8/2014 1745,2014-000428,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : FRATERNITIES,4/8/2014 2121,4/8/2014 2121,4/8/2014 2121,2014-000430,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/9/2014 1234,4/4/2014 1200,4/9/2014 1230,2014-000431,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/9/2014 1453,4/3/2014 0730,4/3/2014 1830,2014-000432,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/9/2014 1455,4/9/2014 1400,4/9/2014 1445,2014-000433,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/9/2014 1624,4/9/2014 1130,4/9/2014 1624,2014-000434,CLOSED
THEFT,CITY OF OXFORD : SPRING ST,4/10/2014 0247,4/10/2014 0247,4/10/2014 0247,2014-000435,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/10/2014 0502,4/10/2014 0502,4/10/2014 0502,2014-000436,CLOSED
MENACING : BY STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/10/2014 1501,4/9/2014 1600,4/9/2014 2230,2014-000437,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/10/2014 2341,4/10/2014 2341,4/10/2014 2341,2014-000439,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/11/2014 0144,4/11/2014 0144,4/11/2014 0144,2014-000440,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/11/2014 0144,4/11/2014 0144,4/11/2014 0144,2014-000440,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,4/11/2014 0233,4/11/2014 0233,4/11/2014 0233,2014-000441,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ENGINEERING BLDG,4/11/2014 0417,4/11/2014 0417,4/11/2014 0417,2014-000442,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,4/11/2014 1316,4/11/2014 1316,4/11/2014 1316,2014-000443,CLOSED
CRIMINAL MISCHIEF,CITY OF OXFORD : MAPLE ST,4/11/2014 1531,4/10/2014 2300,4/11/2014 1338,2014-000444,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),4/11/2014 1830,4/11/2014 1830,4/11/2014 1830,2014-000445,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/12/2014 0246,4/12/2014 0246,4/12/2014 0246,2014-000446,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/12/2014 0246,4/12/2014 0246,4/12/2014 0246,2014-000446,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP HALL,4/12/2014 0829,4/11/2014 1730,4/11/2014 2359,2014-000447,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/12/2014 1058,4/12/2014 0200,4/12/2014 1058,2014-000448,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/12/2014 1058,4/12/2014 0200,4/12/2014 1058,2014-000448,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/12/2014 1113,4/11/2014 1700,4/12/2014 1113,2014-000449,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/12/2014 1741,4/12/2014 1741,4/12/2014 1741,2014-000450,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/12/2014 1741,4/12/2014 1741,4/12/2014 1741,2014-000450,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,4/12/2014 2243,4/12/2014 2243,4/12/2014 2243,2014-000451,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAYDEN PARK,4/12/2014 2339,4/12/2014 2339,4/12/2014 2339,2014-000453,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/12/2014 2341,4/12/2014 1300,4/12/2014 2330,2014-000452,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/13/2014 0144,4/13/2014 0144,4/13/2014 0144,2014-000454,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/13/2014 0144,4/13/2014 0144,4/13/2014 0144,2014-000454,CLOSED.  REFERRED TO OESCR
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/13/2014 0200,4/13/2014 0200,4/13/2014 0200,2014-000455,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : BETA BELL TOWER,4/13/2014 0309,4/13/2014 0309,4/13/2014 0309,2014-000456,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/13/2014 0932,4/12/2014 1700,4/13/2014 0920,2014-000457,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/13/2014 0932,4/12/2014 1700,4/13/2014 0920,2014-000457,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/13/2014 1316,4/11/2014 1700,4/12/2014 0800,2014-000458,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/14/2014 0158,4/14/2014 0158,4/14/2014 0158,2014-000459,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,4/14/2014 1443,2/13/2014 1200,4/8/2014 1200,2014-000460,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/14/2014 1621,4/14/2014 1230,4/14/2014 1600,2014-000461,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : 5285 BROWN ROAD,4/14/2014 1631,4/14/2014 1631,4/14/2014 1631,2014-000462,CLOSED
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/15/2014 1509,3/4/2014 1700,4/8/2014 0800,2014-000463,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/15/2014 1825,4/15/2014 1825,4/15/2014 1825,2014-000464,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/15/2014 2244,4/15/2014 2245,4/15/2014 2245,2014-000465,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/15/2014 2244,4/15/2014 2245,4/15/2014 2245,2014-000465,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/16/2014 0359,4/16/2014 0359,4/16/2014 0359,2014-000466,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/16/2014 0359,4/16/2014 0359,4/16/2014 0359,2014-000466,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,4/16/2014 0413,4/16/2014 0414,4/16/2014 0414,2014-000467,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/16/2014 1608,4/16/2014 1608,4/16/2014 1608,2014-000468,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,4/17/2014 0015,4/17/2014 0015,4/17/2014 0015,2014-000469,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/17/2014 0025,4/17/2014 0025,4/17/2014 0025,2014-000470,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : NORTH CAMPUS PARKING GARAGE,4/17/2014 1758,4/17/2014 1000,4/17/2014 1800,2014-000472,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,4/17/2014 2231,4/18/2014 2231,4/18/2014 2231,2014-000473,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : MAPLE ST,4/18/2014 0134,4/18/2014 0115,4/18/2014 0134,2014-000474,CLOSED.  CLEARED BY ARREST
INFORMATION,CITY OF OXFORD : BUSINESS : 45 EAST BAR & GRILL,4/18/2014 0304,4/18/2014 0200,4/18/2014 0200,2014-000476,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/18/2014 0320,4/18/2014 0320,4/18/2014 0320,2014-000475,CLOSED.  CLEARED BY ARREST
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WEEB EWBANK WAY,4/18/2014 0551,4/18/2014 0551,4/18/2014 0551,2014-000477,CLOSED.  UTT/UTC ISSUED.
