IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,4/3/2016 2250,4/3/2016 2250,4/3/2016 2315,2016-000439,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : LOCUST ST,4/4/2016 0036,4/4/2016 0036,4/4/2016 0036,2016-000440,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,4/4/2016 0722,4/2/2016 1830,4/2/2016 1900,2016-000442,CLOSED.  CLEARED BY ARREST
CANINE DEPLOYMENT,OTHER JURISDICTION,4/4/2016 0737,4/4/2016 0730,4/4/2016 1530,2016-000441,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/4/2016 1836,4/4/2016 1836,4/4/2016 1836,2016-000444,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/4/2016 1850,4/4/2016 1850,4/4/2016 1850,2016-000443,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,4/4/2016 2058,4/4/2016 1400,4/4/2016 2045,2016-000445,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/5/2016 0914,4/5/2016 0914,4/5/2016 0930,2016-000446,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/5/2016 1705,4/4/2016 2100,4/4/2016 2300,2016-000447,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/6/2016 0002,4/6/2016 0002,4/6/2016 0002,2016-000448,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/6/2016 1201,4/6/2016 1201,4/6/2016 1201,2016-000449,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/6/2016 2123,4/6/2016 2123,4/7/2016 2123,2016-000450,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : WITHROW ST,4/6/2016 2301,4/6/2016 2301,4/6/2016 2315,2016-000451,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,4/7/2016 1114,4/7/2016 1114,4/7/2016 1114,2016-000452,CLOSED.  UTT/UTC ISSUED.
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,4/7/2016 1612,4/3/2016 2200,4/7/2016 1600,2016-000453,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,4/7/2016 2305,4/7/2016 2305,4/7/2016 2305,2016-000454,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,4/8/2016 0015,4/8/2016 0015,4/8/2016 0015,2016-000455,CLOSED
WARRANT SERVICE,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER DRIVE,4/8/2016 0156,4/8/2016 0156,4/8/2016 0156,2016-000456,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/8/2016 0324,4/8/2016 0324,4/8/2016 0324,2016-000457,CLOSED.  CLEARED BY SUMMONS
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER FOR PERFORMING ARTS,4/8/2016 1023,4/8/2016 1023,4/8/2016 1023,2016-000458,CLOSED
PARKING VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER FOR PERFORMING ARTS,4/8/2016 1023,4/8/2016 1023,4/8/2016 1023,2016-000458,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/8/2016 1025,4/8/2016 1025,4/8/2016 1025,2016-000459,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/8/2016 1218,4/8/2016 1218,4/8/2016 1218,2016-000460,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,4/8/2016 1341,4/8/2016 1341,4/8/2016 1400,2016-000461,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,4/8/2016 1445,4/7/2016 2300,4/8/2016 1445,2016-000462,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),4/8/2016 2011,4/8/2016 2011,4/8/2016 2011,2016-000464,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,4/8/2016 2108,4/8/2016 2100,4/8/2016 2108,2016-000465,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/8/2016 2244,4/8/2016 2244,4/8/2016 2244,2016-000466,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/9/2016 0018,4/9/2016 0018,4/9/2016 0018,2016-000467,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/9/2016 0146,4/9/2016 0146,4/9/2016 0146,2016-000468,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/9/2016 0248,4/9/2016 0248,4/9/2016 0248,2016-000469,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/9/2016 0310,4/9/2016 0310,4/9/2016 0310,2016-000470,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/9/2016 0310,4/9/2016 0310,4/9/2016 0310,2016-000470,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,4/9/2016 1311,4/6/2016 1130,4/6/2016 2100,2016-000471,OPEN
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,OTHER JURISDICTION,4/9/2016 1633,4/9/2016 1630,4/9/2016 1650,2016-000472,CLOSED.  CLEARED BY SUMMONS
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/9/2016 1757,4/9/2016 1757,4/9/2016 1757,2016-000473,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/9/2016 1837,4/9/2016 1837,4/9/2016 1855,2016-000474,CLOSED.  CLEARED BY SUMMONS
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,4/9/2016 2154,4/9/2016 2154,4/9/2016 2154,2016-000475,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : OAK ST,4/10/2016 0000,4/10/2016 0000,4/10/2016 0000,2016-000476,CLOSED.  UTT/UTC ISSUED.
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/10/2016 0221,4/10/2016 0221,4/10/2016 0221,2016-000478,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP CIRCLE,4/10/2016 0222,4/10/2016 0222,4/10/2016 0222,2016-000477,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP CIRCLE,4/10/2016 0222,4/10/2016 0222,4/10/2016 0222,2016-000477,CLOSED.  CLEARED BY ARREST
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP CIRCLE,4/10/2016 0222,4/10/2016 0222,4/10/2016 0222,2016-000477,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/10/2016 0247,4/10/2016 0247,4/10/2016 0300,2016-000479,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/10/2016 0349,4/10/2016 0300,4/10/2016 0300,2016-000480,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/10/2016 0457,4/10/2016 0155,4/10/2016 0155,2016-000481,CLOSED.  REFERRED TO OESCR
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : BLANCHARD HOUSE,4/10/2016 1117,4/9/2016 1730,4/10/2016 1116,2016-000482,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/10/2016 1118,4/10/2016 1118,4/10/2016 1118,2016-000483,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/10/2016 1644,4/10/2016 1644,4/10/2016 1644,2016-000484,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/10/2016 2051,4/10/2016 2051,4/10/2016 2051,2016-000485,OPEN
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/10/2016 2134,4/10/2016 2134,4/10/2016 2134,2016-000486,CLOSED
UNAUTHORIZED USE : OF PROPERTY,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,4/10/2016 2231,4/10/2016 1328,4/10/2016 2231,2016-000487,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/10/2016 2253,4/10/2016 2253,4/10/2016 2253,2016-000488,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/11/2016 0023,4/11/2016 0023,4/11/2016 0023,2016-000489,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/11/2016 0921,4/8/2016 1730,4/11/2016 0920,2016-000490,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,4/11/2016 1500,4/11/2016 1459,4/11/2016 1500,2016-000491,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,4/11/2016 2328,4/11/2016 2328,4/11/2016 2328,2016-000492,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS,4/12/2016 1519,8/24/2015 0000,10/1/2015 0000,2016-000500,OPEN
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/12/2016 1738,4/12/2016 1738,4/12/2016 1738,2016-000493,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/12/2016 1813,4/12/2016 1813,4/12/2016 1830,2016-000495,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAYDEN PARK,4/12/2016 1909,4/12/2016 1909,4/12/2016 1909,2016-000494,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/13/2016 0103,4/13/2016 0103,4/13/2016 0103,2016-000496,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW COURT,4/13/2016 0450,4/13/2016 0450,4/13/2016 0450,2016-000497,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/13/2016 0911,4/12/2016 1730,4/13/2016 0905,2016-000498,CLOSED
UNAUTHORIZED USE : OF PROPERTY,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/13/2016 1023,4/12/2016 1300,4/13/2016 0800,2016-000499,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/13/2016 1150,12/11/2015 0800,2/17/2016 0800,2016-000501,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,4/13/2016 1355,4/13/2016 1400,4/13/2016 1515,2016-000502,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,4/13/2016 2144,4/13/2016 2144,4/13/2016 2144,2016-000504,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/14/2016 0250,4/14/2016 0250,4/14/2016 0250,2016-000505,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/14/2016 0250,4/14/2016 0250,4/14/2016 0250,2016-000505,CLOSED.  CLEARED BY ARREST
RESISTING ARREST,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/14/2016 0250,4/14/2016 0250,4/14/2016 0250,2016-000505,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/14/2016 1136,4/12/2016 2200,4/12/2016 2210,2016-000508,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,4/14/2016 1212,4/14/2016 1212,4/14/2016 1212,2016-000507,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : CHESTNUT ST,4/14/2016 1553,4/14/2016 1553,4/14/2016 1553,2016-000509,CLOSED.  UTT/UTC ISSUED.
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,4/14/2016 1634,4/13/2016 0815,4/13/2016 1115,2016-000510,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/14/2016 1903,4/14/2016 1903,4/14/2016 1903,2016-000511,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,4/14/2016 1930,4/14/2016 1930,4/14/2016 1930,2016-000512,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,4/14/2016 2047,4/14/2016 2047,4/14/2016 2047,2016-000513,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,4/14/2016 2100,4/14/2016 2100,4/14/2016 2100,2016-000503,CLOSED
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,4/15/2016 1409,4/14/2016 2230,4/15/2016 0030,2016-000515,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAYDEN PARK : MCKIE FIELD,4/15/2016 1608,4/15/2016 1500,4/15/2016 1545,2016-000514,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,4/16/2016 0050,4/16/2016 0050,4/16/2016 0050,2016-000516,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/16/2016 0108,4/16/2016 0200,4/16/2016 0200,2016-000517,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/16/2016 0352,4/16/2016 0352,4/16/2016 0405,2016-000518,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/16/2016 1105,4/16/2016 1105,4/16/2016 1105,2016-000519,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/16/2016 1421,4/15/2016 1730,4/16/2016 1200,2016-000520,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,4/16/2016 2242,4/16/2016 2242,4/16/2016 2242,2016-000522,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,4/16/2016 2242,4/16/2016 2242,4/16/2016 2242,2016-000522,CLOSED
DISORDERLY CONDUCT,CITY OF OXFORD : UNIVERSITY AVE,4/16/2016 2253,4/16/2016 2253,4/16/2016 2253,2016-000521,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,4/17/2016 0207,4/17/2016 0207,4/17/2016 0207,2016-000523,CLOSED.  UTT/UTC ISSUED.
UNWANTED COMMUNICATION,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/17/2016 1243,4/17/2016 1243,4/17/2016 1243,2016-000526,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/17/2016 2238,4/17/2016 2100,4/17/2016 2238,2016-000527,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,4/18/2016 0001,4/18/2016 0001,4/18/2016 0001,2016-000528,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : IRVIN HALL,4/18/2016 1109,4/18/2016 0945,4/18/2016 1100,2016-000529,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/18/2016 1403,4/18/2016 1403,4/18/2016 1403,2016-000530,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/18/2016 1455,4/18/2016 1300,4/18/2016 1400,2016-000544,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MARY LYON HALL,4/18/2016 1611,4/1/2015 0800,5/30/2015 0800,2016-000531,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/19/2016 0146,4/19/2016 0146,4/19/2016 0146,2016-000532,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,4/19/2016 0326,4/19/2016 0326,4/19/2016 0326,2016-000533,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,4/19/2016 0326,4/19/2016 0326,4/19/2016 0326,2016-000533,CLOSED.  CLEARED BY SUMMONS
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : FRATERNITIES : SIGMA PI,4/19/2016 1149,2/1/2016 0000,4/10/2016 0000,2016-000576,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : FRATERNITIES : SIGMA PI,4/19/2016 1149,2/1/2016 0000,4/10/2016 0000,2016-000576,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW COURT,4/19/2016 1607,4/19/2016 1430,4/19/2016 1530,2016-000534,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,4/19/2016 2054,4/19/2016 2054,4/19/2016 2054,2016-000535,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,4/20/2016 0031,4/20/2016 0031,4/20/2016 0031,2016-000537,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,4/20/2016 0031,4/20/2016 0031,4/20/2016 0031,2016-000537,CLOSED.  REFERRED TO OESCR
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/20/2016 0120,4/20/2016 0105,4/20/2016 0115,2016-000538,CLOSED
WELFARE CHECK,CITY OF OXFORD : CAMPUS AVE,4/20/2016 0143,4/20/2016 0143,4/20/2016 0200,2016-000539,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,4/20/2016 1002,4/20/2016 1002,4/20/2016 1002,2016-000540,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/20/2016 1605,4/20/2016 1605,4/20/2016 1605,2016-000542,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,4/20/2016 1638,4/19/2016 1930,4/19/2016 1930,2016-000543,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : ALUMNI HALL,4/20/2016 2057,4/20/2016 2057,4/20/2016 2057,2016-000545,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/20/2016 2137,4/20/2016 2137,4/20/2016 2137,2016-000546,CLOSED
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,4/21/2016 0039,4/20/2016 2200,4/21/2016 0035,2016-000547,OPEN
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PHILLIPS HALL,4/21/2016 1117,4/21/2016 0800,4/21/2016 0800,2016-000548,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : WRA CABIN,4/21/2016 1354,4/21/2016 1354,4/21/2016 1354,2016-000549,CLOSED
SEARCH WARRANT,OTHER JURISDICTION,4/21/2016 1530,4/21/2016 1530,4/21/2016 2000,2016-000555,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,4/21/2016 1652,4/21/2016 1300,4/21/2016 1600,2016-000550,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : SPRING ST,4/21/2016 2314,4/21/2016 2314,4/21/2016 2314,2016-000551,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,4/21/2016 2314,4/21/2016 2314,4/21/2016 2314,2016-000551,CLOSED.  UTT/UTC ISSUED.
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/22/2016 0142,4/22/2016 0142,4/22/2016 0142,2016-000552,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : BUSINESS : BRICK STREET,4/22/2016 0240,4/22/2016 0240,4/22/2016 0240,2016-000553,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/22/2016 0510,4/22/2016 0510,4/22/2016 0510,2016-000554,CLOSED
SEARCH WARRANT,OTHER JURISDICTION,4/22/2016 0712,4/22/2016 0815,4/22/2016 1030,2016-000578,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : SPRING ST,4/22/2016 1158,4/22/2016 1158,4/22/2016 1158,2016-000556,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/22/2016 1935,4/22/2016 1935,4/22/2016 1935,2016-000557,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,4/22/2016 2339,4/22/2016 2339,4/22/2016 2339,2016-000558,CLOSED
OBSTRUCTING OFFICIAL BUSINESS,CITY OF OXFORD : BUSINESS : MCCULLOUGH-HYDE MEMORIAL HOSPITAL,4/23/2016 0039,4/23/2016 0039,4/23/2016 0039,2016-000559,CLOSED.  CLEARED BY ARREST
RESISTING ARREST,CITY OF OXFORD : BUSINESS : MCCULLOUGH-HYDE MEMORIAL HOSPITAL,4/23/2016 0039,4/23/2016 0039,4/23/2016 0039,2016-000559,CLOSED.  CLEARED BY ARREST
RECEIVING STOLEN PROPERTY,CITY OF OXFORD : SPRING ST,4/23/2016 0202,4/23/2016 0202,4/23/2016 0232,2016-000560,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/23/2016 0253,4/23/2016 0253,4/23/2016 0440,2016-000561,CLOSED.  CLEARED BY ARREST
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/23/2016 0253,4/23/2016 0253,4/23/2016 0440,2016-000561,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/23/2016 0312,4/23/2016 0312,4/23/2016 0312,2016-000562,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/23/2016 0855,4/23/2016 0300,4/23/2016 0330,2016-000563,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/23/2016 1342,4/19/2016 1900,4/20/2016 1100,2016-000564,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : BUSINESS : BRICK STREET,4/23/2016 1602,4/23/2016 1602,4/23/2016 1700,2016-000566,CLOSED.  CLEARED BY ARREST
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,4/23/2016 1654,4/23/2016 1654,4/23/2016 1654,2016-000565,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,4/23/2016 1654,4/23/2016 1654,4/23/2016 1654,2016-000565,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : POPLAR ST,4/23/2016 1818,4/23/2016 1615,4/23/2016 1615,2016-000567,CLOSED.  CLEARED BY SUMMONS
WARRANT SERVICE,OTHER JURISDICTION,4/23/2016 2210,4/23/2016 2230,4/23/2016 2230,2016-000568,CLOSED
BREAKING AND ENTERING,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,4/23/2016 2348,4/18/2016 0800,4/22/2016 2200,2016-000569,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,4/24/2016 0100,4/24/2016 0100,4/24/2016 0100,2016-000570,CLOSED.  UTT/UTC ISSUED.
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : TALLAWANDA RD,4/24/2016 0156,4/24/2016 0156,4/24/2016 0156,2016-000571,CLOSED.  CLEARED BY SUMMONS
