IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,3/31/2018 2338,3/31/2018 2230,3/31/2018 2300,2018-000411,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : SESQUICENTENNIAL CHAPEL,4/1/2018 0522,4/1/2018 0522,4/1/2018 0645,2018-000413,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DISTRICT 1,4/1/2018 1106,4/1/2018 1106,4/1/2018 1106,2018-000414,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,4/1/2018 2052,4/1/2018 2052,4/1/2018 2108,2018-000415,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PHILLIPS HALL,4/1/2018 2208,4/1/2018 2208,4/1/2018 2208,2018-000416,CLOSED
MISUSE OF CREDIT CARDS,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/2/2018 1338,3/29/2018 1558,3/29/2018 1558,2018-000417,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/2/2018 1338,3/29/2018 1558,3/29/2018 1558,2018-000417,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,4/2/2018 1633,1/1/2016 0000,3/30/2018 1400,2018-000420,UNFOUNDED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/2/2018 1748,4/2/2018 1748,4/2/2018 1800,2018-000418,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,4/2/2018 1852,4/2/2018 1852,4/2/2018 1852,2018-000419,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STUDENT ATHLETE DEVELOPMENT CTR,4/3/2018 1155,4/3/2018 1120,4/3/2018 1120,2018-000423,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : WARFIELD HALL,4/3/2018 1332,4/3/2018 1237,4/3/2018 1337,2018-000421,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,4/3/2018 1352,1/29/2018 0000,4/3/2018 0937,2018-000422,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HALL AUDITORIUM,4/3/2018 1805,4/3/2018 1805,4/3/2018 1830,2018-000424,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,4/4/2018 0049,4/4/2018 0049,4/4/2018 0049,2018-000428,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/4/2018 0051,4/4/2018 0051,4/4/2018 0051,2018-000427,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : NIKE BASE,4/4/2018 0157,4/4/2018 0157,4/4/2018 0219,2018-000429,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/4/2018 0240,4/4/2018 0240,4/4/2018 0258,2018-000430,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER FOR PERFORMING ARTS,4/4/2018 0650,4/3/2018 1800,4/4/2018 0645,2018-000433,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,4/4/2018 1458,4/4/2018 1310,4/4/2018 1440,2018-000431,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CAMPUS AVENUE PARKING GARAGE,4/4/2018 1600,4/4/2018 1308,4/4/2018 1552,2018-000432,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/5/2018 0742,4/5/2018 0742,4/5/2018 0742,2018-000434,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,4/5/2018 1517,4/5/2018 1517,4/5/2018 1517,2018-000435,CLOSED.  REFERRED TO OESCR
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,4/5/2018 1533,4/5/2018 1533,4/5/2018 1533,2018-000436,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/5/2018 1730,4/5/2018 1730,4/5/2018 1751,2018-000437,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,4/5/2018 1744,3/30/2018 1230,4/1/2018 1200,2018-000438,UNFOUNDED
TRAFFIC CRASH,CITY OF OXFORD : HIGH ST,4/5/2018 1758,4/5/2018 1758,4/5/2018 1930,2018-000439,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/6/2018 0102,4/6/2018 0102,4/6/2018 0102,2018-000440,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,4/6/2018 0423,4/6/2018 0423,4/6/2018 0500,2018-000441,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/6/2018 1336,12/1/2017 2100,4/6/2018 0330,2018-000442,CLOSED.  REFERRED TO OESCR
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/6/2018 1336,12/1/2017 2100,4/6/2018 0330,2018-000442,CLOSED.  REFERRED TO OESCR
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/6/2018 1931,4/6/2018 1530,4/6/2018 1830,2018-000444,CLOSED
WEAPONS VIOLATION,CITY OF OXFORD : COLLEGE CORNER PIKE US 27,4/6/2018 2256,4/6/2018 2256,4/6/2018 2256,2018-000446,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION : DRIVING UNDER SUSPENSION,CITY OF OXFORD : COLLEGE CORNER PIKE US 27,4/6/2018 2256,4/6/2018 2256,4/6/2018 2256,2018-000446,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : COLLEGE CORNER PIKE US 27,4/6/2018 2256,4/6/2018 2256,4/6/2018 2256,2018-000446,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/6/2018 2327,4/5/2018 1600,4/5/2018 1610,2018-000445,OPEN
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,4/7/2018 0215,4/7/2018 0215,4/7/2018 0215,2018-000447,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/7/2018 0230,4/7/2018 0230,4/7/2018 0230,2018-000449,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/7/2018 0230,4/7/2018 0230,4/7/2018 0230,2018-000449,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/7/2018 0230,4/7/2018 0230,4/7/2018 0230,2018-000449,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/7/2018 0248,4/7/2018 0248,4/7/2018 0356,2018-000448,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ENGINEERING BLDG,4/7/2018 0252,4/7/2018 0252,4/7/2018 0252,2018-000450,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/7/2018 0304,4/7/2018 0304,4/7/2018 0359,2018-000451,CLOSED.  CLEARED BY SUMMONS
INFORMATION,OTHER JURISDICTION,4/7/2018 0916,4/7/2018 0916,4/7/2018 0916,2018-000452,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,4/7/2018 2026,4/7/2018 2026,4/7/2018 2115,2018-000453,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,4/7/2018 2026,4/7/2018 2026,4/7/2018 2115,2018-000453,CLOSED
DATING VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/8/2018 0057,4/8/2018 0057,4/8/2018 0135,2018-000454,UNFOUNDED
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/8/2018 0220,4/8/2018 0220,4/8/2018 0220,2018-000455,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/8/2018 0220,4/8/2018 0220,4/8/2018 0220,2018-000455,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/8/2018 0937,4/7/2018 1730,4/8/2018 0936,2018-000456,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/8/2018 0937,4/7/2018 1730,4/8/2018 0936,2018-000456,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/8/2018 1351,4/8/2018 0000,4/8/2018 1351,2018-000457,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : COLE SERVICE BLDG,4/8/2018 1434,4/8/2018 0022,4/8/2018 1300,2018-000458,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/8/2018 1536,4/8/2018 1536,4/8/2018 1536,2018-000459,CLOSED
MISSING PERSON,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/8/2018 1736,4/8/2018 1736,4/8/2018 1911,2018-000460,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/8/2018 2145,4/8/2018 2145,4/8/2018 2145,2018-000462,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/8/2018 2147,4/7/2018 2200,4/8/2018 0000,2018-000461,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/9/2018 0927,4/8/2018 1700,4/9/2018 0730,2018-000463,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/10/2018 0151,4/10/2018 0151,4/10/2018 0210,2018-000464,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/10/2018 0231,3/30/2018 0800,4/8/2018 1800,2018-000465,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : MIDDLETOWN CAMPUS : DAVE FINKELMAN AUDITORIUM,4/10/2018 1404,4/10/2018 1600,4/10/2018 2030,2018-000466,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : GEOTHERMAL ENERGY PLANT,4/10/2018 1517,4/10/2018 1517,4/10/2018 1517,2018-000467,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,4/10/2018 2155,4/10/2018 2155,4/10/2018 2155,2018-000468,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,4/12/2018 0837,4/12/2018 1100,4/12/2018 1200,2018-000469,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/12/2018 1958,4/12/2018 1958,4/12/2018 1958,2018-000470,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,4/12/2018 2022,4/12/2018 2022,4/12/2018 2022,2018-000471,CLOSED
IDENTITY FRAUD,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/12/2018 2222,4/12/2018 1930,4/12/2018 2100,2018-000473,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/12/2018 2222,4/12/2018 1930,4/12/2018 2100,2018-000473,CLOSED
CRIMINAL TRESPASS,CITY OF OXFORD : HIGH ST,4/13/2018 0114,4/13/2018 0114,4/13/2018 0114,2018-000474,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,CITY OF OXFORD : HIGH ST,4/13/2018 0114,4/13/2018 0114,4/13/2018 0114,2018-000474,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,4/13/2018 0121,4/13/2018 0121,4/13/2018 0121,2018-000477,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,4/13/2018 0121,4/13/2018 0121,4/13/2018 0121,2018-000477,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/13/2018 0236,4/13/2018 0236,4/13/2018 0252,2018-000475,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,4/13/2018 0305,4/13/2018 0306,4/13/2018 0345,2018-000476,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/13/2018 0751,4/12/2018 1700,4/13/2018 0740,2018-000478,CLOSED
STALKING,MIAMI UNIVERSITY,4/13/2018 1118,4/1/2018 0000,4/12/2018 2200,2018-000479,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CAMPUS AVENUE PARKING GARAGE,4/13/2018 1317,2/1/2018 1200,4/13/2018 1330,2018-000480,CLOSED
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,4/13/2018 1647,4/13/2018 1647,4/13/2018 1647,2018-000481,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,4/13/2018 1923,4/13/2018 1923,4/13/2018 1945,2018-000482,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/13/2018 2037,4/13/2018 2037,4/13/2018 2051,2018-000483,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/14/2018 0142,4/14/2018 0142,4/14/2018 0142,2018-000485,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/14/2018 0202,4/14/2018 0202,4/14/2018 0202,2018-000486,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/14/2018 0226,4/14/2018 0226,4/14/2018 0256,2018-000487,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/14/2018 0226,4/14/2018 0226,4/14/2018 0256,2018-000487,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/14/2018 0347,4/14/2018 0347,4/14/2018 0347,2018-000488,CLOSED
MEDICAL : ASSIST,CITY OF OXFORD : OXFORD TRENTON  RD SR73,4/14/2018 0943,4/14/2018 0943,4/14/2018 0943,2018-000489,CLOSED
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/14/2018 1323,4/9/2018 1045,4/9/2018 1045,2018-000490,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/14/2018 1346,4/13/2018 1700,4/13/2018 2130,2018-000491,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,4/14/2018 1853,4/14/2018 1856,4/14/2018 1940,2018-000492,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/14/2018 2206,4/14/2018 2207,4/14/2018 2245,2018-000494,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/14/2018 2212,4/14/2018 2212,4/14/2018 2212,2018-000493,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/14/2018 2215,4/14/2018 2215,4/14/2018 2215,2018-000495,CLOSED.  REFERRED TO OESCR
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/15/2018 0009,4/15/2018 0009,4/15/2018 0009,2018-000496,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : BUSINESS : SPRING STREET AUTO SVC INC,4/15/2018 0053,4/15/2018 0053,4/15/2018 0053,2018-000497,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,4/15/2018 0158,4/15/2018 0158,4/15/2018 0158,2018-000498,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,CITY OF OXFORD : HIGH ST,4/15/2018 0221,4/15/2018 0221,4/15/2018 0221,2018-000499,CLOSED.  UTT/UTC ISSUED.
NON-CRIMINAL COMPLAINT,CITY OF OXFORD : COLLEGE AVE,4/15/2018 1452,4/15/2018 1452,4/15/2018 1452,2018-000500,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : NORTH CAMPUS PARKING GARAGE,4/15/2018 2227,4/15/2018 2228,4/15/2018 2258,2018-000501,CLOSED
SEX OFFENSE : SEXUAL IMPOSITION,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,4/16/2018 0011,4/8/2018 0200,4/8/2018 0215,2018-000502,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/16/2018 1014,4/16/2018 1014,4/16/2018 1014,2018-000503,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,4/16/2018 1317,4/13/2018 1300,4/13/2018 1500,2018-000504,UNFOUNDED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/16/2018 1743,4/16/2018 1743,4/16/2018 1800,2018-000505,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/16/2018 2043,4/16/2018 2043,4/16/2018 2043,2018-000506,CLOSED.  REFERRED TO OESCR
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/17/2018 0936,4/16/2018 2200,4/17/2018 0936,2018-000507,CLOSED
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/17/2018 2132,4/14/2018 0100,4/14/2018 0130,2018-000509,OPEN
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/18/2018 0105,4/18/2018 0105,4/18/2018 0105,2018-000510,CLOSED
SEX OFFENSE : SEXUAL IMPOSITION,MIAMI UNIVERSITY : OXFORD CAMPUS,4/18/2018 1431,4/12/2018 1200,4/12/2018 2359,2018-000511,OPEN
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : OXFORD CAMPUS,4/18/2018 1431,4/12/2018 1200,4/12/2018 2359,2018-000511,OPEN
SEX OFFENSE,CITY OF OXFORD : HIGH ST,4/18/2018 2144,4/18/2018 0015,4/18/2018 0030,2018-000512,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER DRIVE,4/19/2018 1424,4/19/2018 1423,4/19/2018 1423,2018-000513,CLOSED.  UTT/UTC ISSUED.
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER DRIVE,4/19/2018 1424,4/19/2018 1423,4/19/2018 1423,2018-000513,CLOSED.  UTT/UTC ISSUED.
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/19/2018 2136,4/19/2018 2136,4/19/2018 2136,2018-000514,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/20/2018 0020,4/20/2018 0020,4/20/2018 0020,2018-000515,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/20/2018 0148,4/20/2018 0148,4/20/2018 0215,2018-000516,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/20/2018 0220,4/20/2018 0220,4/20/2018 0306,2018-000518,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/20/2018 0228,4/20/2018 0228,4/20/2018 0256,2018-000517,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/20/2018 0238,4/20/2018 0238,4/20/2018 0312,2018-000519,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,4/20/2018 0416,4/20/2018 0415,4/20/2018 0430,2018-000520,CLOSED.  CLEARED BY ARREST
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,4/20/2018 1802,4/20/2018 1802,4/20/2018 1802,2018-000521,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/20/2018 2021,4/20/2018 2021,4/20/2018 2045,2018-000522,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,4/20/2018 2315,4/20/2018 1600,4/20/2018 2230,2018-000523,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,4/20/2018 2315,4/20/2018 1600,4/20/2018 2230,2018-000523,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,CITY OF OXFORD : HIGH ST,4/21/2018 0041,4/21/2018 0041,4/21/2018 0041,2018-000524,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/21/2018 0212,4/21/2018 0212,4/21/2018 0232,2018-000525,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,4/21/2018 0248,4/21/2018 0248,4/21/2018 0248,2018-000526,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/22/2018 0030,4/22/2018 0030,4/22/2018 0030,2018-000528,CLOSED.  CLEARED BY SUMMONS
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/22/2018 0224,4/22/2018 0224,4/22/2018 0224,2018-000529,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,CITY OF OXFORD : SPRING ST,4/22/2018 0233,4/22/2018 0233,4/22/2018 0233,2018-000530,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,4/22/2018 0233,4/22/2018 0233,4/22/2018 0233,2018-000530,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/22/2018 0257,4/22/2018 0230,4/22/2018 0320,2018-000531,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,4/22/2018 0341,4/22/2018 0341,4/22/2018 0400,2018-000532,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,CITY OF OXFORD : HIGH ST,4/22/2018 0341,4/22/2018 0341,4/22/2018 0400,2018-000532,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,CITY OF OXFORD : WELLS MILL DR,4/22/2018 0418,4/22/2018 0418,4/22/2018 0450,2018-000533,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/22/2018 1037,4/21/2018 1700,4/22/2018 0800,2018-000534,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/22/2018 1144,4/22/2018 1144,4/22/2018 1144,2018-000535,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,4/22/2018 2125,4/22/2018 2125,4/22/2018 2145,2018-000536,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS DRIVE,4/22/2018 2323,4/22/2018 2000,4/22/2018 2000,2018-000537,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,4/23/2018 0900,4/23/2018 0300,4/23/2018 0300,2018-000538,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BOYD HALL,4/23/2018 1256,4/17/2018 0900,4/17/2018 1200,2018-000539,UNFOUNDED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/23/2018 2139,4/23/2018 2139,4/23/2018 2144,2018-000541,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/23/2018 2143,4/23/2018 2143,4/23/2018 2154,2018-000540,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/24/2018 0129,4/24/2018 0129,4/24/2018 0148,2018-000542,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/24/2018 0257,4/24/2018 0257,4/24/2018 0320,2018-000543,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/24/2018 0434,4/24/2018 0130,4/24/2018 0400,2018-000544,CLOSED
