IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,3/4/2022 0849,3/3/2022 2200,3/4/2022 0108,2022-000400,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,3/4/2022 1355,3/4/2022 1255,3/4/2022 1355,2022-000401,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/4/2022 1725,3/3/2022 2300,3/4/2022 0000,2022-000403,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,3/4/2022 1730,3/4/2022 1730,3/4/2022 2130,2022-000402,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/5/2022 0038,3/5/2022 0000,3/5/2022 0038,2022-000404,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/5/2022 0130,3/5/2022 0130,3/5/2022 0200,2022-000405,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/5/2022 0130,3/5/2022 0130,3/5/2022 0200,2022-000405,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/5/2022 0130,3/5/2022 0130,3/5/2022 0200,2022-000405,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/5/2022 0131,3/5/2022 0131,3/5/2022 0150,2022-000406,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/5/2022 0156,3/5/2022 0156,3/5/2022 0220,2022-000408,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/5/2022 0156,3/5/2022 0156,3/5/2022 0220,2022-000408,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,3/5/2022 0201,3/5/2022 0205,3/5/2022 0215,2022-000407,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,3/5/2022 0201,3/5/2022 0205,3/5/2022 0215,2022-000407,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/5/2022 0222,3/5/2022 0205,3/5/2022 0205,2022-000409,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/5/2022 0222,3/5/2022 0205,3/5/2022 0205,2022-000409,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WILLIAMS HALL,3/5/2022 0247,3/5/2022 0247,3/5/2022 0247,2022-000410,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WILLIAMS HALL,3/5/2022 0247,3/5/2022 0247,3/5/2022 0247,2022-000410,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/5/2022 0452,3/5/2022 0452,3/5/2022 0452,2022-000411,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/5/2022 0452,3/5/2022 0452,3/5/2022 0452,2022-000411,CLOSED
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/5/2022 0453,3/5/2022 0114,3/5/2022 0400,2022-000412,OPEN
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,3/5/2022 1919,3/5/2022 1919,3/5/2022 1919,2022-000413,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,3/5/2022 2007,3/4/2022 0200,3/5/2022 2005,2022-000414,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,3/5/2022 2007,3/4/2022 0200,3/5/2022 2005,2022-000414,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,3/5/2022 2040,3/5/2022 2040,3/5/2022 2040,2022-000415,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/5/2022 2258,3/5/2022 2200,3/5/2022 2258,2022-000417,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/5/2022 2258,3/5/2022 2200,3/5/2022 2258,2022-000417,CLOSED
OBSTRUCTING OFFICIAL BUSINESS,CITY OF OXFORD : PATTERSON AVE,3/5/2022 2305,3/5/2022 2305,3/6/2022 0030,2022-000416,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,3/5/2022 2305,3/5/2022 2305,3/6/2022 0030,2022-000416,CLOSED
DRUG VIOLATION : VERBAL WARNING,CITY OF OXFORD : PATTERSON AVE,3/5/2022 2305,3/5/2022 2305,3/6/2022 0030,2022-000416,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),3/5/2022 2354,3/5/2022 2359,3/6/2022 0020,2022-000418,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),3/5/2022 2354,3/5/2022 2359,3/6/2022 0020,2022-000418,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),3/5/2022 2354,3/5/2022 2359,3/6/2022 0020,2022-000418,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/6/2022 0036,3/6/2022 0036,3/6/2022 0036,2022-000419,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/6/2022 0036,3/6/2022 0036,3/6/2022 0036,2022-000419,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,3/6/2022 0046,3/6/2022 0046,3/6/2022 0046,2022-000421,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,3/6/2022 0046,3/6/2022 0046,3/6/2022 0046,2022-000421,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/6/2022 0052,3/6/2022 0052,3/6/2022 0052,2022-000420,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/6/2022 0052,3/6/2022 0052,3/6/2022 0052,2022-000420,CLOSED
THEFT : OF A MOTOR VEHICLE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/6/2022 1644,3/5/2022 2100,3/6/2022 1000,2022-000422,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/6/2022 1706,3/6/2022 1706,3/6/2022 1831,2022-000424,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/6/2022 1804,3/5/2022 2100,3/6/2022 1804,2022-000423,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,3/6/2022 2142,3/6/2022 2142,3/6/2022 2142,2022-000425,CLOSED
HAZING,CITY OF OXFORD,3/7/2022 1059,2/18/2022 0000,3/20/2022 2359,2022-000426,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DINING,3/7/2022 1120,3/7/2022 1120,3/7/2022 1120,2022-000427,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/7/2022 1221,3/6/2022 1159,3/7/2022 1200,2022-000428,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,3/7/2022 1406,3/2/2022 1237,3/7/2022 1237,2022-000429,CLOSED.  CLEARED BY ARREST
TELECOMMUNICATIONS FRAUD,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,3/7/2022 1829,3/7/2022 1500,3/7/2022 1830,2022-000430,OPEN
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/7/2022 2358,3/7/2022 2358,3/7/2022 2358,2022-000431,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,3/8/2022 0928,3/8/2022 0928,3/8/2022 0928,2022-000432,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/8/2022 1005,3/8/2022 1005,3/8/2022 1005,2022-000433,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,3/8/2022 1040,3/8/2022 1040,3/8/2022 1040,2022-000434,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,3/8/2022 1047,3/8/2022 1048,3/8/2022 1120,2022-000435,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,3/8/2022 1410,3/8/2022 1410,3/8/2022 1410,2022-000437,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,3/8/2022 1433,3/3/2022 1700,3/4/2022 1200,2022-000438,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/9/2022 0615,3/8/2022 1600,3/9/2022 0615,2022-000439,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/9/2022 0615,3/8/2022 1600,3/9/2022 0615,2022-000439,CLOSED.  CLEARED BY ARREST
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/9/2022 0914,3/8/2022 2200,3/9/2022 0900,2022-000440,CLOSED
PROPERTY : DAMAGE,CITY OF OXFORD : CAMPUS AVE,3/9/2022 1118,3/9/2022 0800,3/9/2022 1118,2022-000441,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/9/2022 1141,3/9/2022 1141,3/9/2022 1141,2022-000442,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/9/2022 1141,3/9/2022 1141,3/9/2022 1141,2022-000442,CLOSED. REFERRED TO COMMUNITY STANDARDS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/9/2022 1207,3/9/2022 1207,3/9/2022 1208,2022-000443,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,3/9/2022 2229,3/9/2022 2229,3/9/2022 2229,2022-000444,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/9/2022 2338,3/9/2022 2338,3/9/2022 2338,2022-000445,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/9/2022 2338,3/9/2022 2338,3/9/2022 2338,2022-000445,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : BOESEL HOUSE,3/10/2022 0021,3/10/2022 0021,3/10/2022 0130,2022-000446,CLOSED.  CLEARED BY ARREST
ASSAULT : AGGRAVATED,MIAMI UNIVERSITY : OXFORD CAMPUS : BOESEL HOUSE,3/10/2022 0021,3/10/2022 0021,3/10/2022 0130,2022-000446,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,3/10/2022 1509,3/10/2022 1311,3/10/2022 1312,2022-000447,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,3/10/2022 1648,3/10/2022 1648,3/10/2022 1648,2022-000448,UNFOUNDED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLE ST,3/10/2022 2023,3/10/2022 2023,3/10/2022 2023,2022-000456,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/10/2022 2115,3/10/2022 2115,3/10/2022 2130,2022-000449,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/11/2022 0044,3/11/2022 0044,3/11/2022 0044,2022-000450,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/11/2022 0044,3/11/2022 0044,3/11/2022 0044,2022-000450,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,3/11/2022 0056,3/11/2022 0055,3/11/2022 0055,2022-000452,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,3/11/2022 0056,3/11/2022 0055,3/11/2022 0055,2022-000452,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/11/2022 0059,3/11/2022 0059,3/11/2022 0059,2022-000451,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/11/2022 0059,3/11/2022 0059,3/11/2022 0059,2022-000451,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/11/2022 0059,3/11/2022 0059,3/11/2022 0059,2022-000451,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/11/2022 0146,3/11/2022 0146,3/11/2022 0146,2022-000453,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/11/2022 0146,3/11/2022 0146,3/11/2022 0146,2022-000453,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/11/2022 0146,3/11/2022 0146,3/11/2022 0146,2022-000453,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/11/2022 0209,3/11/2022 0209,3/11/2022 0209,2022-000454,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/11/2022 0209,3/11/2022 0209,3/11/2022 0209,2022-000454,CLOSED. REFERRED TO COMMUNITY STANDARDS
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/11/2022 0209,3/11/2022 0209,3/11/2022 0209,2022-000454,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,3/11/2022 0812,3/11/2022 0812,3/11/2022 0812,2022-000455,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/11/2022 0820,3/10/2022 0700,3/11/2022 0700,2022-000457,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/11/2022 0820,3/10/2022 0700,3/11/2022 0700,2022-000457,UNFOUNDED
SEX OFFENSE,CITY OF OXFORD,3/11/2022 1006,9/15/2020 0001,10/31/2020 0001,2022-000458,OPEN
HAZING,CITY OF OXFORD,3/11/2022 1101,3/10/2022 2200,3/11/2022 0800,2022-000459,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,3/11/2022 1324,3/9/2022 0000,3/9/2022 0000,2022-000460,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/11/2022 1434,3/11/2022 1434,3/11/2022 1434,2022-000461,CLOSED
INFORMATION,MIAMI UNIVERSITY,3/11/2022 1545,3/11/2022 1355,3/11/2022 1545,2022-000463,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/11/2022 2316,3/11/2022 2316,3/11/2022 2316,2022-000464,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,3/12/2022 0122,3/12/2022 0122,3/12/2022 0145,2022-000466,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,3/12/2022 0135,3/12/2022 0135,3/12/2022 0135,2022-000465,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,3/12/2022 0317,3/12/2022 0317,3/12/2022 0317,2022-000467,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,3/12/2022 0317,3/12/2022 0317,3/12/2022 0317,2022-000467,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,3/12/2022 0317,3/12/2022 0317,3/12/2022 0317,2022-000467,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,3/12/2022 1656,3/12/2022 1656,3/12/2022 1656,2022-000468,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,3/12/2022 1656,3/12/2022 1656,3/12/2022 1656,2022-000468,CLOSED.  CLEARED BY SUMMONS
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,3/12/2022 1656,3/12/2022 1656,3/12/2022 1656,2022-000468,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,3/12/2022 1656,3/12/2022 1656,3/12/2022 1656,2022-000468,CLOSED.  CLEARED BY SUMMONS
INFORMATION,OXFORD TOWNSHIP : OXFORD MILFORD RD,3/12/2022 1915,3/12/2022 1915,3/12/2022 1915,2022-000469,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/13/2022 0118,3/13/2022 0118,3/13/2022 0118,2022-000470,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/13/2022 0118,3/13/2022 0118,3/13/2022 0118,2022-000470,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/13/2022 0309,3/13/2022 0309,3/13/2022 0309,2022-000471,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/13/2022 0309,3/13/2022 0309,3/13/2022 0309,2022-000471,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/13/2022 0309,3/13/2022 0309,3/13/2022 0309,2022-000471,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/13/2022 0338,3/13/2022 0338,3/13/2022 0338,2022-000472,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/13/2022 0848,3/13/2022 0001,3/13/2022 0830,2022-000473,CLOSED
MENACING : AGGRAVATED,CITY OF OXFORD : CAMPUS AVE,3/13/2022 1108,9/1/2021 0000,3/13/2022 1030,2022-000474,CLOSED. REFERRED TO OTHER LE AGENCY
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,3/13/2022 1703,3/13/2022 1540,3/13/2022 1545,2022-000475,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/13/2022 1956,3/13/2022 1956,3/13/2022 1956,2022-000476,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,3/14/2022 1359,3/14/2022 1358,3/14/2022 1359,2022-000477,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,3/14/2022 1644,3/14/2022 1644,3/14/2022 1644,2022-000478,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/14/2022 2211,3/14/2022 2211,3/14/2022 2230,2022-000479,CLOSED
MAKING TERRORISTIC THREATS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/15/2022 1211,3/11/2022 1200,3/11/2022 1201,2022-000480,CLOSED
ALARM : CO,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/15/2022 2103,3/15/2022 2103,3/15/2022 2103,2022-000481,CLOSED
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS,3/16/2022 1151,10/2/2021 0000,10/2/2021 0000,2022-000483,OPEN
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : OXFORD CAMPUS,3/16/2022 1151,10/2/2021 0000,10/2/2021 0000,2022-000483,OPEN
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,3/16/2022 1519,3/16/2022 1519,3/16/2022 1520,2022-000484,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,3/16/2022 2210,3/16/2022 2210,3/16/2022 2225,2022-000485,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,3/17/2022 1332,3/17/2022 1331,3/17/2022 1332,2022-000486,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,3/17/2022 1528,3/9/2022 0800,3/16/2022 0800,2022-000488,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,3/17/2022 1529,3/17/2022 1529,3/17/2022 1529,2022-000487,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,3/17/2022 1554,3/17/2022 1554,3/17/2022 1554,2022-000489,CLOSED
ASSAULT,MIAMI UNIVERSITY,3/17/2022 1633,3/17/2020 0800,3/3/2022 2359,2022-000490,OPEN
SEX OFFENSE,MIAMI UNIVERSITY,3/17/2022 1633,3/17/2020 0800,3/3/2022 2359,2022-000490,OPEN
STALKING,MIAMI UNIVERSITY,3/17/2022 1633,3/17/2020 0800,3/3/2022 2359,2022-000490,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,3/17/2022 1851,3/17/2022 1851,3/17/2022 1851,2022-000491,CLOSED
ALARM : CO,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,3/17/2022 1851,3/17/2022 1851,3/17/2022 1851,2022-000491,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,3/17/2022 2029,3/17/2022 2029,3/17/2022 2029,2022-000492,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/17/2022 2253,3/17/2022 2253,3/17/2022 2253,2022-000493,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/17/2022 2253,3/17/2022 2253,3/17/2022 2253,2022-000493,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/17/2022 2315,3/17/2022 2315,3/17/2022 2315,2022-000494,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/17/2022 2315,3/17/2022 2315,3/17/2022 2315,2022-000494,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/18/2022 1402,3/18/2022 1402,3/18/2022 1402,2022-000495,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/18/2022 1457,3/18/2022 1430,3/18/2022 1445,2022-000496,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/18/2022 1457,3/18/2022 1430,3/18/2022 1445,2022-000496,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,3/18/2022 1812,3/18/2022 1800,3/18/2022 1800,2022-000497,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/18/2022 1949,3/18/2022 1949,3/18/2022 1949,2022-000499,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/18/2022 1949,3/18/2022 1949,3/18/2022 1949,2022-000499,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/18/2022 1952,3/18/2022 1952,3/18/2022 1952,2022-000498,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,3/18/2022 2008,3/18/2022 1930,3/18/2022 1930,2022-000502,CLOSED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,3/18/2022 2008,3/18/2022 1930,3/18/2022 1930,2022-000502,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/18/2022 2037,3/18/2022 2037,3/18/2022 2037,2022-000501,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP HALL,3/18/2022 2038,3/18/2022 2000,3/18/2022 2000,2022-000500,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,3/18/2022 2216,3/18/2022 2216,3/18/2022 2216,2022-000503,CLOSED
DATING VIOLENCE,UNKNOWN,3/19/2022 1158,3/18/2022 0900,3/18/2022 0900,2022-000507,CLOSED
