IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,2/20/2020 1059,2/14/2020 1000,2/20/2020 1200,2020-000271,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,2/20/2020 1059,2/14/2020 1000,2/20/2020 1300,2020-000270,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,2/20/2020 1752,2/20/2020 1752,2/20/2020 1752,2020-000272,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,2/20/2020 1859,2/20/2020 1859,2/20/2020 1859,2020-000273,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,2/20/2020 2046,2/20/2020 2046,2/20/2020 2046,2020-000274,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,2/20/2020 2148,2/20/2020 2103,2/20/2020 2103,2020-000275,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,2/20/2020 2211,2/20/2020 2211,2/20/2020 2225,2020-000276,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,2/20/2020 2214,2/20/2020 2214,2/20/2020 2214,2020-000277,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,2/20/2020 2214,2/20/2020 2214,2/20/2020 2214,2020-000278,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/21/2020 0014,2/21/2020 0014,2/21/2020 0014,2020-000279,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,2/21/2020 0049,2/21/2020 0049,2/21/2020 0108,2020-000280,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,2/21/2020 0625,2/21/2020 0625,2/21/2020 0625,2020-000281,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,2/21/2020 0625,2/21/2020 0625,2/21/2020 0625,2020-000281,CLOSED.  CLEARED BY SUMMONS
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,2/21/2020 1055,2/14/2020 2300,2/15/2020 1300,2020-000282,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BOYD HALL,2/21/2020 1204,2/14/2020 1300,2/17/2020 0830,2020-000283,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,2/21/2020 1720,2/21/2020 1720,2/21/2020 1720,2020-000284,CLOSED
WELFARE CHECK,CITY OF OXFORD : MAIN ST,2/21/2020 1815,2/21/2020 1815,2/21/2020 1815,2020-000285,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/21/2020 1923,2/21/2020 1923,2/21/2020 1933,2020-000286,UNFOUNDED
DISORDERLY CONDUCT,CITY OF OXFORD : PATTERSON AVE,2/21/2020 2244,2/21/2020 2244,2/21/2020 2315,2020-000288,CLOSED.  CLEARED BY SUMMONS
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,2/21/2020 2253,2/21/2020 2253,2/21/2020 2353,2020-000287,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,2/21/2020 2328,2/21/2020 2328,2/21/2020 2345,2020-000289,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,2/21/2020 2328,2/21/2020 2328,2/21/2020 2345,2020-000289,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,2/22/2020 0004,2/22/2020 0004,2/22/2020 0004,2020-000290,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,2/22/2020 0004,2/22/2020 0004,2/22/2020 0004,2020-000290,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/22/2020 0018,2/22/2020 0018,2/22/2020 0018,2020-000291,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/22/2020 0018,2/22/2020 0018,2/22/2020 0018,2020-000291,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,2/22/2020 0614,2/22/2020 0614,2/22/2020 0645,2020-000293,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,2/22/2020 0934,2/21/2020 1600,2/22/2020 0614,2020-000294,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/22/2020 1234,2/22/2020 1234,2/22/2020 1234,2020-000295,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),2/22/2020 1728,2/22/2020 1728,2/22/2020 1728,2020-000296,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,CITY OF OXFORD : BUSINESS : MAC & JOE'S,2/22/2020 2019,2/22/2020 2019,2/22/2020 2019,2020-000297,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/22/2020 2107,2/22/2020 1730,2/22/2020 2100,2020-000298,CLOSED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,OTHER JURISDICTION,2/22/2020 2124,2/22/2020 2124,2/22/2020 2124,2020-000299,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/22/2020 2314,2/22/2020 2314,2/22/2020 2330,2020-000300,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : SPRING ST,2/22/2020 2337,2/22/2020 2337,2/22/2020 2337,2020-000301,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,CITY OF OXFORD : SPRING ST,2/22/2020 2337,2/22/2020 2337,2/22/2020 2337,2020-000301,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/23/2020 0106,2/23/2020 0106,2/23/2020 0106,2020-000302,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/23/2020 0106,2/23/2020 0106,2/23/2020 0106,2020-000302,CLOSED
MEDICAL : ASSIST,CITY OF OXFORD : MAPLE ST,2/23/2020 0206,2/23/2020 0206,2/23/2020 0206,2020-000303,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,CITY OF OXFORD : MAPLE ST,2/23/2020 0206,2/23/2020 0206,2/23/2020 0206,2020-000303,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/23/2020 0937,2/23/2020 0200,2/23/2020 0400,2020-000304,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/23/2020 1039,2/22/2020 1700,2/23/2020 0800,2020-000305,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ECOLOGY RESEARCH CENTER,2/23/2020 1417,2/23/2020 1417,2/23/2020 1417,2020-000306,CLOSED
SEX OFFENSE : GROSS SEXUAL IMPOSITION,CITY OF OXFORD : POPLAR ST,2/23/2020 1710,2/21/2020 2300,2/22/2020 0100,2020-000307,CLOSED. REFERRED TO OTHER LE AGENCY
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,2/23/2020 2018,2/23/2020 1900,2/23/2020 2000,2020-000308,CLOSED
TRAFFIC LAW VIOLATION : DRIVING UNDER SUSPENSION,CITY OF OXFORD : HIGH ST,2/23/2020 2126,2/23/2020 2126,2/23/2020 2126,2020-000309,CLOSED.  UTT/UTC ISSUED.
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,2/23/2020 2351,2/23/2020 2351,2/24/2020 0010,2020-000310,CLOSED
STALKING,CITY OF OXFORD,2/24/2020 1324,7/1/2019 0000,2/24/2020 0000,2020-000314,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,2/24/2020 2308,2/24/2020 2308,2/24/2020 2345,2020-000311,CLOSED. REFERRED TO COMMUNITY STANDARDS
TRAFFIC CRASH,CITY OF OXFORD : OXFORD TRENTON  RD SR73,2/25/2020 0743,2/25/2020 0743,2/25/2020 0800,2020-000312,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/25/2020 1045,2/24/2020 2200,2/24/2020 2359,2020-000313,CLOSED
ASSAULT,CITY OF OXFORD : HIGH ST,2/25/2020 1658,2/21/2020 2200,2/22/2020 0200,2020-000315,CLOSED. REFERRED TO OTHER LE AGENCY
MISUSE OF CREDIT CARDS,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,2/25/2020 1703,1/24/2020 0001,1/24/2020 2359,2020-000316,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,2/25/2020 1832,2/25/2020 1832,2/25/2020 1832,2020-000317,CLOSED
UNWANTED COMMUNICATION,MIAMI UNIVERSITY : OXFORD CAMPUS,2/25/2020 2213,8/26/2019 0000,9/9/2019 0000,2020-000318,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/26/2020 0812,2/13/2020 1156,2/13/2020 1156,2020-000319,UNFOUNDED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/26/2020 1242,2/26/2020 1242,2/26/2020 1242,2020-000320,CLOSED
UNWANTED COMMUNICATION,MIAMI UNIVERSITY : OXFORD CAMPUS,2/26/2020 1307,2/26/2020 1307,2/26/2020 1307,2020-000322,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,2/26/2020 1324,2/26/2020 1000,2/26/2020 1324,2020-000321,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/26/2020 1336,2/25/2020 1300,2/26/2020 1315,2020-000323,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/26/2020 1336,2/25/2020 1300,2/26/2020 1315,2020-000323,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,2/26/2020 1633,2/24/2020 2100,2/24/2020 2200,2020-000324,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,2/26/2020 1633,2/24/2020 2100,2/24/2020 2200,2020-000324,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,2/26/2020 2242,2/26/2020 2242,2/26/2020 2301,2020-000325,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,2/26/2020 2338,2/26/2020 2338,2/27/2020 0001,2020-000326,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,2/27/2020 0933,2/27/2020 0933,2/27/2020 0933,2020-000327,UNFOUNDED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,2/27/2020 1448,2/27/2020 1448,2/27/2020 1448,2020-000328,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,2/27/2020 1448,2/27/2020 1448,2/27/2020 1448,2020-000328,CLOSED. REFERRED TO COMMUNITY STANDARDS
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,2/27/2020 1549,2/27/2020 1600,2/27/2020 1640,2020-000329,CLOSED
SEX OFFENSE,OTHER JURISDICTION,2/27/2020 1556,1/1/2019 0000,2/27/2019 0000,2020-000367,CLOSED. REFERRED TO OTHER LE AGENCY
DATING VIOLENCE,OTHER JURISDICTION,2/27/2020 1556,1/1/2019 0000,2/27/2019 0000,2020-000367,CLOSED. REFERRED TO OTHER LE AGENCY
INFORMATION,CITY OF OXFORD : HIGH ST,2/27/2020 1819,2/27/2020 1819,2/27/2020 1905,2020-000330,CLOSED
NON-CRIMINAL COMPLAINT,CITY OF OXFORD : HIGH ST,2/27/2020 1819,2/27/2020 1819,2/27/2020 1905,2020-000330,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,2/27/2020 1848,2/27/2020 1848,2/27/2020 1858,2020-000331,UNFOUNDED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,2/27/2020 2100,2/27/2020 2100,2/27/2020 2100,2020-000332,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,2/27/2020 2100,2/27/2020 2100,2/27/2020 2100,2020-000332,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/27/2020 2324,2/27/2020 2324,2/28/2020 0005,2020-000333,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/27/2020 2324,2/27/2020 2324,2/28/2020 0005,2020-000333,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/28/2020 0826,2/27/2020 1700,2/28/2020 0800,2020-000334,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,2/28/2020 0839,2/27/2020 1500,2/28/2020 0830,2020-000335,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,2/28/2020 0944,2/28/2020 0300,2/28/2020 0430,2020-000337,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,2/28/2020 0946,2/27/2020 1600,2/28/2020 0730,2020-000336,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,2/28/2020 1121,2/28/2020 1120,2/28/2020 1135,2020-000338,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,2/28/2020 1609,2/28/2020 0230,2/28/2020 0400,2020-000340,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,2/28/2020 1618,2/28/2020 1345,2/28/2020 1430,2020-000341,UNFOUNDED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,2/28/2020 1623,2/28/2020 1625,2/28/2020 1715,2020-000339,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,2/28/2020 1815,2/28/2020 1815,2/28/2020 2000,2020-000342,CLOSED
DISORDERLY CONDUCT,CITY OF OXFORD,2/28/2020 1958,2/27/2020 0001,2/27/2020 2359,2020-000343,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,2/28/2020 2052,2/28/2020 2000,2/28/2020 2052,2020-000345,CLOSED. REFERRED TO COMMUNITY STANDARDS
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,2/28/2020 2120,2/28/2020 1930,2/28/2020 2030,2020-000344,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/28/2020 2250,2/28/2020 2250,2/28/2020 2330,2020-000346,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/28/2020 2250,2/28/2020 2250,2/28/2020 2330,2020-000346,CLOSED. REFERRED TO COMMUNITY STANDARDS
MISSING PERSON,OTHER JURISDICTION,2/29/2020 0047,2/29/2020 0047,2/29/2020 0344,2020-000347,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : CHURCH ST,2/29/2020 0917,2/29/2020 0915,2/29/2020 0915,2020-000348,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,2/29/2020 1227,1/24/2020 1200,2/5/2020 1200,2020-000349,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/29/2020 1305,2/29/2020 1305,2/29/2020 1305,2020-000350,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/29/2020 1305,2/29/2020 1305,2/29/2020 1305,2020-000350,CLOSED. REFERRED TO COMMUNITY STANDARDS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,2/29/2020 1415,2/28/2020 2200,2/29/2020 0800,2020-000351,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,2/29/2020 1735,2/29/2020 1735,2/29/2020 1735,2020-000352,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,2/29/2020 1840,2/29/2020 1840,2/29/2020 1840,2020-000353,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,2/29/2020 1900,2/29/2020 1900,2/29/2020 1912,2020-000354,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,2/29/2020 1914,2/29/2020 1914,2/29/2020 1914,2020-000355,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,2/29/2020 1952,2/29/2020 1952,2/29/2020 1952,2020-000356,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,2/29/2020 2210,2/29/2020 1830,2/29/2020 2200,2020-000357,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,2/29/2020 2349,2/29/2020 2349,2/29/2020 2349,2020-000359,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,2/29/2020 2355,2/29/2020 2355,3/1/2020 0020,2020-000358,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/1/2020 0159,3/1/2020 0159,3/1/2020 0159,2020-000360,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/1/2020 1318,2/29/2020 1600,3/1/2020 1215,2020-000361,CLOSED
CRIMINAL MISCHIEF,CITY OF OXFORD : MILLVILLE-OXFORD RD US27,3/1/2020 1324,3/1/2020 1324,3/1/2020 1324,2020-000362,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : CHESTNUT FIELDS,3/1/2020 1522,2/28/2020 0900,3/1/2020 1520,2020-000363,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/1/2020 1554,3/1/2020 1554,3/1/2020 1554,2020-000364,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : CONTRERAS RD,3/1/2020 1805,3/1/2020 1805,3/1/2020 1805,2020-000365,CLOSED.  UTT/UTC ISSUED.
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,3/1/2020 2018,3/1/2020 2018,3/1/2020 2018,2020-000366,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,3/2/2020 1056,2/27/2020 1300,3/1/2020 1500,2020-000368,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,3/2/2020 1145,3/2/2020 1145,3/2/2020 1145,2020-000369,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/2/2020 1648,3/2/2020 0930,3/2/2020 2145,2020-000370,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERGENCY BLUE LIGHT PHONE : KREGER,3/2/2020 2145,3/2/2020 2145,3/2/2020 2145,2020-000371,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERGENCY BLUE LIGHT PHONE : KREGER,3/2/2020 2145,3/2/2020 2145,3/2/2020 2145,2020-000371,CLOSED
WARRANT SERVICE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERGENCY BLUE LIGHT PHONE : KREGER,3/2/2020 2145,3/2/2020 2145,3/2/2020 2145,2020-000371,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/3/2020 1042,3/3/2020 1042,3/3/2020 1100,2020-000372,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/3/2020 1312,3/3/2020 1312,3/3/2020 1335,2020-000373,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,3/3/2020 1616,3/3/2020 1616,3/3/2020 1634,2020-000374,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/3/2020 1703,2/20/2020 1100,3/3/2020 0715,2020-000375,CLOSED
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/4/2020 0038,3/4/2020 0038,3/4/2020 0038,2020-000376,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/4/2020 0038,3/4/2020 0038,3/4/2020 0038,2020-000376,CLOSED.  CLEARED BY ARREST
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/4/2020 0806,3/3/2020 1600,3/4/2020 0200,2020-000377,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/4/2020 1325,3/3/2020 1600,3/4/2020 1030,2020-000378,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/4/2020 1655,2/5/2020 1000,3/4/2020 1500,2020-000379,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,3/4/2020 1711,3/4/2020 1700,3/4/2020 1800,2020-000380,CLOSED
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,3/4/2020 2311,3/4/2020 2311,3/5/2020 0022,2020-000381,CLOSED.  UTT/UTC ISSUED.
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/5/2020 0102,3/5/2020 0102,3/5/2020 0102,2020-000382,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/5/2020 0102,3/5/2020 0102,3/5/2020 0102,2020-000382,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,3/5/2020 0909,3/4/2020 1600,3/5/2020 0900,2020-000383,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,3/5/2020 1336,3/5/2020 1300,3/5/2020 1330,2020-000384,OPEN
UNWANTED COMMUNICATION,CITY OF OXFORD,3/5/2020 1504,2/28/2020 2350,2/29/2020 0154,2020-000385,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,3/5/2020 1531,3/5/2020 1520,3/5/2020 1545,2020-000386,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,3/5/2020 1605,3/5/2020 1605,3/5/2020 1605,2020-000387,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/5/2020 1946,3/5/2020 1946,3/5/2020 1959,2020-000388,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,3/5/2020 2003,3/5/2020 2003,3/5/2020 2003,2020-000389,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,3/5/2020 2003,3/5/2020 2003,3/5/2020 2003,2020-000389,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,3/5/2020 2229,3/5/2020 2229,3/5/2020 2239,2020-000390,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,3/5/2020 2234,3/5/2020 2234,3/5/2020 2234,2020-000391,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,3/5/2020 2234,3/5/2020 2234,3/5/2020 2234,2020-000391,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/5/2020 2309,3/5/2020 2309,3/5/2020 2309,2020-000393,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,3/5/2020 2315,3/5/2020 2315,3/6/2020 0015,2020-000392,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,3/5/2020 2315,3/5/2020 2315,3/6/2020 0015,2020-000392,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,3/5/2020 2315,3/5/2020 2315,3/6/2020 0015,2020-000392,CLOSED.  CLEARED BY SUMMONS
