IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,3/18/2019 1102,3/2/2019 2126,3/2/2019 2126,2019-000387,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),3/18/2019 1125,1/1/2019 0001,3/18/2019 1125,2019-000388,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/18/2019 1245,1/21/2019 2330,1/21/2019 2330,2019-000390,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,3/18/2019 1259,3/18/2019 1259,3/18/2019 1320,2019-000389,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/18/2019 1503,3/18/2019 1503,3/18/2019 1517,2019-000391,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/19/2019 0920,2/14/2019 1100,3/7/2019 0800,2019-000393,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,3/19/2019 1804,3/19/2019 0845,3/19/2019 1650,2019-000394,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/20/2019 0807,3/20/2019 0600,3/20/2019 0825,2019-000395,CLOSED.  CLEARED BY SUMMONS
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS,3/20/2019 0808,11/1/2017 0000,11/30/2017 2359,2019-000397,OPEN
CANINE DEPLOYMENT,CITY OF OXFORD : WITHROW ST,3/20/2019 0902,3/20/2019 0830,3/20/2019 1100,2019-000396,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,3/20/2019 1427,12/16/2018 0800,3/15/2019 1900,2019-000398,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,3/20/2019 1427,12/16/2018 0800,3/15/2019 1900,2019-000398,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,3/20/2019 1923,3/20/2019 1923,3/20/2019 1923,2019-000399,CLOSED
PROPERTY : DAMAGE,CITY OF OXFORD : MAPLE ST,3/20/2019 2118,3/20/2019 1700,3/20/2019 1900,2019-000400,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/20/2019 2204,3/20/2019 2204,3/20/2019 2204,2019-000401,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/20/2019 2204,3/20/2019 2204,3/20/2019 2204,2019-000401,CLOSED.  CLEARED BY SUMMONS
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/21/2019 0711,3/21/2019 0700,3/21/2019 0721,2019-000402,CLOSED.  CLEARED BY ARREST
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/21/2019 0711,3/21/2019 0700,3/21/2019 0721,2019-000402,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/21/2019 0711,3/21/2019 0700,3/21/2019 0721,2019-000402,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/21/2019 1031,3/21/2019 1031,3/21/2019 1031,2019-000403,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : PINES LODGE,3/21/2019 1257,3/21/2019 1257,3/21/2019 1257,2019-000404,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : PINES LODGE,3/21/2019 1257,3/21/2019 1257,3/21/2019 1257,2019-000404,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
TRAFFIC CRASH,CITY OF OXFORD : HIGH ST,3/21/2019 1524,3/21/2019 1520,3/21/2019 1558,2019-000405,CLOSED.  UTT/UTC ISSUED.
SEX OFFENSE : SEXUAL IMPOSITION,CITY OF OXFORD : BUSINESS : BRICK STREET,3/21/2019 1630,3/15/2019 0200,3/15/2019 0230,2019-000407,CLOSED. REFERRED TO OTHER LE AGENCY
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,3/21/2019 1637,3/21/2019 1630,3/21/2019 1730,2019-000406,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : OXFORD TRENTON  RD SR73,3/21/2019 1806,3/21/2019 1806,3/21/2019 1806,2019-000408,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,3/21/2019 2024,3/21/2019 1900,3/21/2019 2020,2019-000409,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,3/22/2019 0403,3/21/2019 1600,3/22/2019 0403,2019-000413,CLOSED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,3/22/2019 1246,3/22/2019 1230,3/22/2019 1300,2019-000414,CLOSED. REFERRED TO COMMUNITY STANDARDS
SEX OFFENSE,CITY OF OXFORD : HAWKS LANDING,3/22/2019 1528,3/1/2019 0130,3/1/2019 0130,2019-000423,CLOSED. REFERRED TO OTHER LE AGENCY
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/22/2019 1636,1/27/2019 1200,3/5/2019 1200,2019-000415,CLOSED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/22/2019 1921,3/22/2019 1921,3/22/2019 1921,2019-000416,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/22/2019 1949,3/22/2019 1949,3/22/2019 1949,2019-000417,OPEN
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/23/2019 1346,3/23/2019 1346,3/23/2019 1348,2019-000418,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/23/2019 1649,3/23/2019 1649,3/23/2019 1708,2019-000419,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,3/23/2019 2128,3/23/2019 2128,3/23/2019 2128,2019-000421,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/26/2019 0816,3/26/2019 1400,3/26/2019 1500,2019-000425,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/26/2019 0817,3/26/2019 0817,3/26/2019 1200,2019-000427,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,3/26/2019 1506,3/18/2019 0700,3/26/2019 1530,2019-000429,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : WILLIAMS HALL,3/26/2019 1846,3/21/2019 1200,3/25/2019 0915,2019-000430,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/26/2019 1908,3/26/2019 1908,3/26/2019 1935,2019-000431,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,3/27/2019 0846,3/27/2019 0800,3/27/2019 1600,2019-000432,CLOSED
INFORMATION,MIAMI UNIVERSITY,3/27/2019 1659,2/14/2019 0700,3/27/2019 0509,2019-000433,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,3/28/2019 2213,3/28/2019 2213,3/28/2019 2230,2019-000434,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/28/2019 2216,3/28/2019 1309,3/28/2019 1309,2019-000435,UNFOUNDED
MISUSE OF CREDIT CARDS,OTHER JURISDICTION,3/29/2019 0901,3/27/2019 0001,3/27/2019 2359,2019-000436,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,CITY OF OXFORD : SPRING ST,3/30/2019 1306,3/30/2019 1306,3/30/2019 1306,2019-000439,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,3/30/2019 1306,3/30/2019 1306,3/30/2019 1306,2019-000439,CLOSED.  CLEARED BY SUMMONS
CANINE DEPLOYMENT,OTHER JURISDICTION,3/30/2019 1552,3/30/2019 1600,3/30/2019 2130,2019-000440,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/31/2019 2113,3/31/2019 2113,3/31/2019 2135,2019-000441,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,4/1/2019 0017,4/1/2019 0017,4/1/2019 0017,2019-000442,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,4/1/2019 0555,3/29/2019 1530,4/1/2019 0600,2019-000443,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,4/1/2019 0643,3/29/2019 1530,4/1/2019 0643,2019-000444,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,4/1/2019 0730,3/29/2019 1630,4/1/2019 0730,2019-000445,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,4/1/2019 0821,4/1/2019 0821,4/1/2019 0840,2019-000446,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PHILLIPS HALL,4/1/2019 1324,4/1/2019 1324,4/1/2019 1324,2019-000447,CLOSED.  UTT/UTC ISSUED.
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESSER HALL,4/1/2019 1716,4/1/2019 1716,4/1/2019 1815,2019-000448,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,4/1/2019 1738,3/31/2019 2340,4/1/2019 0000,2019-000449,UNFOUNDED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,4/1/2019 2225,4/1/2019 2225,4/1/2019 2225,2019-000451,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,4/1/2019 2335,3/29/2019 1530,4/1/2019 0715,2019-000450,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : PATTERSON AVE,4/2/2019 1003,4/2/2019 1003,4/2/2019 1045,2019-000452,CLOSED.  UTT/UTC ISSUED.
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,4/2/2019 2004,4/2/2019 2004,4/2/2019 2004,2019-000453,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/3/2019 0006,4/3/2019 0006,4/3/2019 0006,2019-000454,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/3/2019 0006,4/3/2019 0006,4/3/2019 0006,2019-000454,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/3/2019 0551,4/3/2019 0551,4/3/2019 0551,2019-000455,CLOSED
PROPERTY : DAMAGE,CITY OF OXFORD : OAK ST,4/3/2019 0837,4/3/2019 0837,4/3/2019 0837,2019-000456,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY MUSEUM,4/3/2019 0957,4/3/2019 0957,4/3/2019 1000,2019-000457,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS,4/3/2019 1000,3/18/2019 0000,4/1/2019 2200,2019-000459,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,4/3/2019 1019,4/3/2019 1019,4/3/2019 1033,2019-000458,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,4/3/2019 1145,3/20/2019 1432,4/1/2019 1843,2019-000460,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,4/3/2019 1224,4/2/2019 1600,4/3/2019 0900,2019-000461,UNFOUNDED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ALUMNI HALL,4/3/2019 1607,4/3/2019 1545,4/3/2019 1545,2019-000462,OPEN
THEFT,MIAMI UNIVERSITY,4/4/2019 1000,4/2/2019 1945,4/4/2019 1000,2019-000463,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/4/2019 1126,4/4/2019 1126,4/4/2019 1149,2019-000464,CLOSED
INFORMATION,CITY OF OXFORD : PATTERSON AVE,4/4/2019 1250,4/4/2019 1250,4/4/2019 1250,2019-000465,CLOSED
MEDICAL : ASSIST,CITY OF OXFORD : PATTERSON AVE,4/4/2019 1250,4/4/2019 1250,4/4/2019 1250,2019-000465,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/4/2019 1301,4/3/2019 0900,4/3/2019 1700,2019-000466,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,4/4/2019 1534,4/4/2019 1534,4/4/2019 1534,2019-000467,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/4/2019 2215,4/4/2019 2215,4/4/2019 2215,2019-000468,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/4/2019 2233,4/4/2019 2233,4/4/2019 2233,2019-000469,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/4/2019 2233,4/4/2019 2233,4/4/2019 2233,2019-000469,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/4/2019 2346,4/4/2019 2300,4/5/2019 0005,2019-000470,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/5/2019 0148,4/5/2019 0148,4/5/2019 0414,2019-000471,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/5/2019 0148,4/5/2019 0148,4/5/2019 0414,2019-000471,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/5/2019 0301,4/5/2019 0301,4/5/2019 0324,2019-000472,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/5/2019 2058,4/5/2019 1830,4/5/2019 2140,2019-000473,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,4/6/2019 0259,4/6/2019 0259,4/6/2019 0259,2019-000474,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,4/6/2019 0259,4/6/2019 0259,4/6/2019 0259,2019-000474,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : MAPLE ST,4/6/2019 1600,4/6/2019 1600,4/6/2019 1600,2019-000476,CLOSED.  CLEARED BY SUMMONS
OTHER CRIMINAL OFFENSE,CITY OF OXFORD : MAPLE ST,4/6/2019 1600,4/6/2019 1600,4/6/2019 1600,2019-000476,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/6/2019 1603,4/6/2019 1500,4/6/2019 1530,2019-000475,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/6/2019 2037,4/6/2019 2037,4/6/2019 2037,2019-000477,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/6/2019 2037,4/6/2019 2037,4/6/2019 2037,2019-000477,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/6/2019 2314,4/6/2019 2314,4/6/2019 2314,2019-000478,CLOSED. REFERRED TO COMMUNITY STANDARDS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PLUM ST,4/7/2019 0224,4/7/2019 0224,4/7/2019 0224,2019-000479,CLOSED.  UTT/UTC ISSUED.
CANINE DEPLOYMENT,OTHER JURISDICTION,4/7/2019 1136,4/7/2019 1130,4/7/2019 1730,2019-000481,CLOSED
SEX OFFENSE : GROSS SEXUAL IMPOSITION,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,4/7/2019 1206,4/6/2019 2300,4/6/2019 2301,2019-000482,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,4/7/2019 1917,4/7/2019 1900,4/7/2019 1910,2019-000484,UNFOUNDED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/7/2019 1954,4/7/2019 1000,4/7/2019 1950,2019-000485,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : MACMILLAN HALL,4/8/2019 1159,4/7/2019 2300,4/8/2019 1410,2019-000486,CLOSED
WARRANT SERVICE,OTHER JURISDICTION,4/8/2019 1800,4/8/2019 1800,4/8/2019 1800,2019-000490,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/8/2019 2150,4/9/2019 2150,4/9/2019 2210,2019-000487,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/8/2019 2203,4/8/2019 2203,4/8/2019 2217,2019-000488,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/8/2019 2337,4/8/2019 0100,4/8/2019 2337,2019-000489,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/8/2019 2337,4/8/2019 0100,4/8/2019 2337,2019-000489,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/9/2019 1338,4/5/2019 1200,4/9/2019 0945,2019-000491,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/9/2019 1457,4/5/2019 1123,4/5/2019 1123,2019-000492,CLOSED
DATING VIOLENCE,CITY OF OXFORD,4/9/2019 1458,8/1/2017 0000,5/31/2018 0000,2019-000495,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,4/9/2019 2010,4/9/2019 2010,4/9/2019 2010,2019-000493,CLOSED
DATING VIOLENCE,OTHER JURISDICTION,4/10/2019 0747,2/1/2019 0000,3/23/2019 2359,2019-000496,OPEN
STALKING,MIAMI UNIVERSITY,4/10/2019 0804,4/4/2019 1609,4/4/2019 1609,2019-000497,OPEN
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/10/2019 0920,4/9/2019 1400,4/9/2019 1630,2019-000494,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,4/10/2019 1133,4/8/2019 1410,4/8/2019 1411,2019-000498,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/10/2019 1955,4/10/2019 1910,4/10/2019 1935,2019-000499,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/10/2019 2012,4/10/2019 1910,4/10/2019 1950,2019-000500,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/10/2019 2032,4/5/2019 1510,4/5/2019 1515,2019-000501,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/10/2019 2237,4/10/2019 2237,4/10/2019 2237,2019-000502,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/10/2019 2237,4/10/2019 2237,4/10/2019 2237,2019-000502,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/10/2019 2330,4/10/2019 2335,4/10/2019 2351,2019-000503,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/10/2019 2330,4/10/2019 2335,4/10/2019 2351,2019-000503,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/11/2019 0736,4/11/2019 0030,4/11/2019 0100,2019-000505,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : NATURAL AREAS / HIKING TRAILS : SILVOOR BIOLOGICAL SANCTUARY,4/11/2019 1616,4/1/2019 0001,4/11/2019 1616,2019-000567,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : YAGER STADIUM,4/11/2019 1853,4/11/2019 1853,4/11/2019 1853,2019-000506,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS,4/11/2019 2012,10/15/2015 0000,10/15/2015 2359,2019-000512,OPEN
WARRANT SERVICE,CITY OF OXFORD : OXFORD TRENTON  RD SR73,4/11/2019 2343,4/11/2019 2343,4/11/2019 2343,2019-000507,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : OXFORD TRENTON  RD SR73,4/11/2019 2343,4/11/2019 2343,4/11/2019 2343,2019-000507,CLOSED
DRUG VIOLATION : VERBAL WARNING,CITY OF OXFORD : OXFORD TRENTON  RD SR73,4/11/2019 2343,4/11/2019 2343,4/11/2019 2343,2019-000507,CLOSED
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,4/12/2019 0125,4/12/2019 0120,4/12/2019 0146,2019-000509,OPEN
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,4/12/2019 0136,4/12/2019 0136,4/12/2019 0136,2019-000508,CLOSED.  CLEARED BY SUMMONS
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : NIKE BASE,4/12/2019 0353,4/12/2019 0353,4/12/2019 0353,2019-000510,CLOSED
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/12/2019 0415,4/12/2019 0415,4/12/2019 0445,2019-000511,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/12/2019 2211,4/12/2019 2211,4/12/2019 2211,2019-000513,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,4/13/2019 0010,4/13/2019 0010,4/13/2019 0010,2019-000514,CLOSED.  UTT/UTC ISSUED.
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/13/2019 0053,4/13/2019 0053,4/13/2019 0118,2019-000515,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/13/2019 0053,4/13/2019 0053,4/13/2019 0118,2019-000515,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/13/2019 0113,4/13/2019 0113,4/13/2019 0113,2019-000517,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/13/2019 0113,4/13/2019 0113,4/13/2019 0113,2019-000517,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,4/13/2019 0159,4/13/2019 0159,4/13/2019 0259,2019-000520,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : LEWIS PLACE,4/13/2019 0226,4/13/2019 0226,4/13/2019 0310,2019-000521,CLOSED.  CLEARED BY ARREST
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : LEWIS PLACE,4/13/2019 0226,4/13/2019 0226,4/13/2019 0310,2019-000521,CLOSED.  CLEARED BY ARREST
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,4/13/2019 0351,4/13/2019 0351,4/13/2019 0351,2019-000522,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/13/2019 1128,4/6/2019 1200,4/13/2019 1147,2019-000523,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/13/2019 1201,4/13/2019 1201,4/13/2019 1201,2019-000524,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/13/2019 1241,4/13/2019 0400,4/13/2019 0730,2019-000525,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,4/13/2019 1553,4/13/2019 1553,4/13/2019 1605,2019-000526,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ECOLOGY RESEARCH CENTER,4/13/2019 1712,4/13/2019 1712,4/13/2019 1735,2019-000527,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM NATURE TRAIL,4/13/2019 1806,4/13/2019 1806,4/13/2019 1806,2019-000528,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM NATURE TRAIL,4/13/2019 1806,4/13/2019 1806,4/13/2019 1806,2019-000528,CLOSED. REFERRED TO COMMUNITY STANDARDS
