IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,CITY OF OXFORD : COLLEGE AVE,3/16/2017 0423,3/16/2017 0420,3/16/2017 0550,2017-000451,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : CHURCH ST,3/16/2017 0523,3/16/2017 0523,3/16/2017 0523,2017-000452,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/16/2017 0524,3/16/2017 0525,3/16/2017 0525,2017-000453,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,3/16/2017 0828,3/16/2017 0000,3/16/2017 0815,2017-000454,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,3/16/2017 1102,3/16/2017 1000,3/16/2017 1100,2017-000455,CLOSED
INFORMATION,OTHER JURISDICTION,3/16/2017 1231,3/1/2017 0001,3/16/2017 0001,2017-000456,CLOSED
DATING VIOLENCE,OTHER JURISDICTION,3/16/2017 1231,3/1/2017 0001,3/16/2017 0001,2017-000456,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/16/2017 1656,3/16/2017 1656,3/16/2017 1656,2017-000457,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/16/2017 1836,3/16/2017 1836,3/16/2017 1836,2017-000458,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/16/2017 1836,3/16/2017 1836,3/16/2017 1836,2017-000458,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : OPEN CONTAINER LAW,CITY OF OXFORD : VINE ST,3/16/2017 1901,3/16/2017 1901,3/16/2017 1901,2017-000459,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/16/2017 1918,3/16/2017 1918,3/16/2017 1918,2017-000460,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/16/2017 1918,3/16/2017 1918,3/16/2017 1918,2017-000460,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,3/16/2017 2219,3/16/2017 2219,3/16/2017 2245,2017-000461,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,3/16/2017 2219,3/16/2017 2219,3/16/2017 2245,2017-000461,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,3/16/2017 2219,3/16/2017 2219,3/16/2017 2245,2017-000461,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/16/2017 2239,3/16/2017 2239,3/16/2017 2239,2017-000462,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : CAMPUS AVE,3/16/2017 2245,3/16/2017 2245,3/16/2017 2245,2017-000463,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION : POSSESSION OF DRUGS,CITY OF OXFORD : SYCAMORE ST,3/16/2017 2358,3/16/2017 2358,3/16/2017 2358,2017-000447,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SYCAMORE ST,3/16/2017 2358,3/16/2017 2358,3/16/2017 2358,2017-000447,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/17/2017 0228,3/17/2017 0228,3/17/2017 0230,2017-000464,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,3/17/2017 1259,3/17/2017 1259,3/17/2017 1259,2017-000465,CLOSED
SEX OFFENSE,CITY OF OXFORD,3/17/2017 1320,2/24/2017 0100,2/24/2017 0400,2017-000466,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/17/2017 1652,3/17/2017 1652,3/17/2017 1652,2017-000467,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,3/17/2017 1829,3/17/2017 1829,3/17/2017 1829,2017-000468,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,3/17/2017 1924,3/17/2017 1924,3/17/2017 1924,2017-000469,CLOSED.  CLEARED BY ARREST
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/18/2017 1930,3/14/2017 0900,3/18/2017 1200,2017-000470,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : NELLIE CRAIG WALKER HALL (FKA CAMPUS AVENUE BLDG),3/19/2017 0231,3/19/2017 0231,3/19/2017 0231,2017-000471,CLOSED
DOMESTIC VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,3/20/2017 0858,3/10/2017 0100,3/12/2017 2200,2017-000474,UNFOUNDED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : OLD MANSE,3/21/2017 0848,3/21/2017 0848,3/21/2017 0956,2017-000472,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,3/22/2017 0940,3/22/2017 0930,3/22/2017 1100,2017-000473,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/23/2017 1626,3/23/2017 1626,3/23/2017 1645,2017-000475,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/23/2017 1907,3/23/2017 1907,3/23/2017 1907,2017-000476,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/25/2017 0659,3/25/2017 0659,3/25/2017 0659,2017-000478,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,3/26/2017 2205,3/26/2017 2205,3/26/2017 2205,2017-000479,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,3/27/2017 0249,3/27/2017 0249,3/27/2017 0249,2017-000480,CLOSED.  UTT/UTC ISSUED.
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,3/27/2017 1023,3/27/2017 1023,3/27/2017 1023,2017-000481,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,3/27/2017 2213,3/27/2017 2213,3/27/2017 2213,2017-000482,UNFOUNDED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/27/2017 2241,3/27/2017 2241,3/27/2017 2241,2017-000483,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/28/2017 0341,3/28/2017 0341,3/28/2017 0341,2017-000484,CLOSED.  CLEARED BY SUMMONS
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/28/2017 0341,3/28/2017 0341,3/28/2017 0341,2017-000484,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/28/2017 0341,3/28/2017 0341,3/28/2017 0341,2017-000484,CLOSED.  CLEARED BY SUMMONS
PSYCHOLOGICAL EMERGENCY,CITY OF OXFORD : HAWKS LANDING,3/28/2017 1626,3/28/2017 1330,3/28/2017 1330,2017-000485,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/28/2017 2043,3/28/2017 2043,3/28/2017 2043,2017-000486,CLOSED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/29/2017 0022,3/29/2017 0022,3/29/2017 0022,2017-000487,CLOSED.  CLEARED BY SUMMONS
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/29/2017 0209,3/29/2017 0209,3/29/2017 0209,2017-000488,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,3/29/2017 0905,3/28/2017 1700,3/29/2017 0830,2017-000489,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,3/29/2017 1724,3/16/2017 1200,3/26/2017 1200,2017-000490,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,3/29/2017 2358,3/29/2017 2358,3/29/2017 2358,2017-000491,UNFOUNDED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/30/2017 0003,3/30/2017 0003,3/30/2017 0003,2017-000492,UNFOUNDED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/30/2017 0233,3/30/2017 0233,3/30/2017 0245,2017-000493,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/31/2017 0055,3/31/2017 0055,3/31/2017 0055,2017-000494,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,3/31/2017 0221,3/31/2017 0221,3/31/2017 0221,2017-000495,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,3/31/2017 0221,3/31/2017 0221,3/31/2017 0221,2017-000495,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/31/2017 0323,3/31/2017 0323,3/31/2017 0323,2017-000497,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/31/2017 0402,3/31/2017 0402,3/31/2017 0402,2017-000498,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/31/2017 0402,3/31/2017 0402,3/31/2017 0402,2017-000498,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,3/31/2017 1107,3/31/2017 1107,3/31/2017 1107,2017-000499,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/31/2017 1210,3/31/2017 1210,3/31/2017 1210,2017-000500,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,3/31/2017 1318,3/31/2017 1315,3/31/2017 1315,2017-000501,CLOSED.  UTT/UTC ISSUED.
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,3/31/2017 1344,3/30/2017 1700,3/31/2017 1344,2017-000502,CLOSED
SEX OFFENSE,CITY OF OXFORD,3/31/2017 1414,3/31/2017 0400,3/31/2017 0400,2017-000503,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,3/31/2017 1559,3/31/2017 1559,3/31/2017 1559,2017-000505,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/31/2017 1725,3/31/2017 0730,3/31/2017 0800,2017-000506,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/31/2017 2117,3/31/2017 2100,3/31/2017 2300,2017-000508,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/31/2017 2117,3/31/2017 2100,3/31/2017 2300,2017-000508,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,3/31/2017 2201,3/31/2017 2201,3/31/2017 2201,2017-000507,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PHI DELTA THETA GATES,3/31/2017 2307,3/31/2017 2307,3/31/2017 2307,2017-000509,CLOSED.  CLEARED BY ARREST
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : PHI DELTA THETA GATES,3/31/2017 2307,3/31/2017 2307,3/31/2017 2307,2017-000509,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/31/2017 2324,3/31/2017 2327,3/31/2017 2327,2017-000510,CLOSED.  CLEARED BY ARREST
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,4/1/2017 0050,4/1/2017 0050,4/1/2017 0050,2017-000511,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,4/1/2017 0050,4/1/2017 0050,4/1/2017 0050,2017-000511,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : CAMPUS AVE,4/1/2017 0144,4/1/2017 0144,4/1/2017 0144,2017-000512,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,CITY OF OXFORD : CAMPUS AVE,4/1/2017 0144,4/1/2017 0144,4/1/2017 0144,2017-000512,CLOSED.  CLEARED BY ARREST
OTHER CRIMINAL OFFENSE,CITY OF OXFORD : CAMPUS AVE,4/1/2017 0144,4/1/2017 0144,4/1/2017 0144,2017-000512,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/1/2017 0151,4/1/2017 0151,4/1/2017 0245,2017-000513,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/1/2017 0151,4/1/2017 0151,4/1/2017 0245,2017-000513,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : IRVIN DRIVE,4/1/2017 0239,4/1/2017 0239,4/1/2017 0239,2017-000514,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/1/2017 0324,4/1/2017 0324,4/1/2017 0324,2017-000515,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/1/2017 0800,4/1/2017 0800,4/1/2017 0800,2017-000516,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/1/2017 0853,4/1/2017 0853,4/1/2017 0853,2017-000517,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/1/2017 0853,4/1/2017 0853,4/1/2017 0853,2017-000517,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,4/1/2017 1602,4/1/2017 1602,4/1/2017 1602,2017-000519,CLOSED. REFERRED TO OTHER LE AGENCY
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,4/1/2017 1602,4/1/2017 1602,4/1/2017 1602,2017-000519,CLOSED. REFERRED TO OTHER LE AGENCY
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/2/2017 0039,4/2/2017 0039,4/2/2017 0039,2017-000520,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/2/2017 0039,4/2/2017 0039,4/2/2017 0039,2017-000520,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,4/2/2017 0055,4/2/2017 0055,4/2/2017 0055,2017-000521,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/2/2017 0235,4/2/2017 0241,4/2/2017 0241,2017-000524,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/2/2017 0235,4/2/2017 0241,4/2/2017 0241,2017-000524,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,CITY OF OXFORD : BUSINESS : UNITED DAIRY FARMERS,4/2/2017 0245,4/2/2017 0245,4/2/2017 0245,2017-000522,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,4/2/2017 0248,4/2/2017 0248,4/2/2017 0248,2017-000523,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,4/2/2017 0351,4/2/2017 0351,4/2/2017 0351,2017-000525,CLOSED.  CLEARED BY ARREST
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,4/2/2017 0351,4/2/2017 0351,4/2/2017 0351,2017-000525,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,4/2/2017 0351,4/2/2017 0351,4/2/2017 0351,2017-000525,CLOSED.  CLEARED BY ARREST
POSSESSING CRIMINAL TOOLS,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,4/2/2017 0351,4/2/2017 0351,4/2/2017 0351,2017-000525,CLOSED.  CLEARED BY ARREST
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/2/2017 1045,4/1/2017 1730,4/1/2017 2230,2017-000526,CLOSED
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,4/2/2017 1449,4/2/2017 1449,4/2/2017 1520,2017-000527,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ECOLOGY RESEARCH CENTER,4/2/2017 1532,4/2/2017 1532,4/2/2017 1532,2017-000528,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),4/2/2017 1650,4/2/2017 1650,4/2/2017 1650,2017-000529,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/2/2017 2105,4/2/2017 2105,4/2/2017 2142,2017-000530,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/2/2017 2105,4/2/2017 2105,4/2/2017 2142,2017-000530,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/2/2017 2209,4/2/2017 2209,4/2/2017 2209,2017-000531,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/2/2017 2209,4/2/2017 2209,4/2/2017 2209,2017-000531,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,4/2/2017 2309,4/2/2017 2309,4/2/2017 2309,2017-000532,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/3/2017 0025,4/3/2017 0025,4/3/2017 0025,2017-000533,CLOSED.  CLEARED BY ARREST
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/3/2017 0025,4/3/2017 0025,4/3/2017 0025,2017-000533,CLOSED.  CLEARED BY ARREST
MENACING : AGGRAVATED,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/3/2017 0025,4/3/2017 0025,4/3/2017 0025,2017-000533,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/3/2017 0025,4/3/2017 0025,4/3/2017 0025,2017-000533,CLOSED.  CLEARED BY ARREST
ROBBERY : AGGRAVATED,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/3/2017 0025,4/3/2017 0025,4/3/2017 0025,2017-000533,CLOSED.  CLEARED BY ARREST
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,4/3/2017 0320,4/3/2017 0320,4/3/2017 0320,2017-000534,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/3/2017 1025,4/3/2017 1025,4/3/2017 1025,2017-000535,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,4/3/2017 1401,4/1/2017 1915,4/1/2017 1915,2017-000536,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : HALL AUDITORIUM,4/3/2017 1614,4/3/2017 1614,4/3/2017 1640,2017-000537,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MACMILLAN HALL,4/3/2017 2009,4/3/2017 2027,4/3/2017 2027,2017-000538,CLOSED
TRAFFIC LAW VIOLATION : DRIVING UNDER SUSPENSION,CITY OF OXFORD : SYCAMORE ST,4/4/2017 0052,4/4/2017 0052,4/4/2017 0052,2017-000539,CLOSED.  UTT/UTC ISSUED.
MISUSE OF CREDIT CARDS,CITY OF OXFORD : HIGH ST,4/4/2017 1334,3/4/2017 1723,3/11/2017 1551,2017-000540,CLOSED.  CLEARED BY SUMMONS
INFORMATION,CITY OF OXFORD : OXFORD TRENTON  RD SR73,4/4/2017 1347,4/4/2017 1347,4/4/2017 1347,2017-000541,CLOSED
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS,4/4/2017 1616,11/17/2016 1200,11/18/2016 1200,2017-000545,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/4/2017 2048,3/31/2017 2100,3/31/2017 2359,2017-000542,CLOSED
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,4/5/2017 0143,4/5/2017 0145,4/5/2017 0330,2017-000543,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/5/2017 0324,4/5/2017 0324,4/5/2017 0324,2017-000544,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/5/2017 0324,4/5/2017 0324,4/5/2017 0324,2017-000544,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/5/2017 0844,3/30/2017 1030,4/2/2017 1400,2017-000546,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY,4/5/2017 0930,3/1/2016 0000,4/30/2016 0000,2017-000557,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/5/2017 1406,4/5/2017 1406,4/5/2017 1406,2017-000548,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/5/2017 1437,4/4/2017 1700,4/5/2017 0930,2017-000549,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/5/2017 1532,4/5/2017 0022,4/5/2017 0927,2017-000550,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/5/2017 1532,4/5/2017 0022,4/5/2017 0927,2017-000550,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : NIKE BASE,4/5/2017 1742,4/5/2017 1742,4/5/2017 1750,2017-000551,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/5/2017 1831,4/5/2017 1831,4/5/2017 1841,2017-000552,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/5/2017 2048,4/5/2017 2048,4/5/2017 2048,2017-000553,CLOSED
NON-CRIMINAL COMPLAINT,CITY OF OXFORD : BUSINESS : MAC & JOE'S,4/5/2017 2103,4/5/2017 1748,4/5/2017 1830,2017-000554,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,4/6/2017 0805,4/6/2017 0805,4/6/2017 0805,2017-000555,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,4/6/2017 1048,4/6/2017 1048,4/6/2017 1100,2017-000556,CLOSED.  CLEARED BY SUMMONS
MISUSE OF CREDIT CARDS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/6/2017 1739,4/6/2017 1739,4/6/2017 1739,2017-000558,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/6/2017 1739,4/6/2017 1739,4/6/2017 1739,2017-000558,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,4/6/2017 1929,4/1/2017 1200,4/1/2017 1200,2017-000559,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,4/7/2017 0119,4/7/2017 0119,4/7/2017 0119,2017-000560,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,CITY OF OXFORD,4/7/2017 0157,4/7/2017 0157,4/7/2017 0157,2017-000561,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,CITY OF OXFORD,4/7/2017 0157,4/7/2017 0157,4/7/2017 0157,2017-000561,CLOSED.  CLEARED BY ARREST
THEFT,CITY OF OXFORD,4/7/2017 0157,4/7/2017 0157,4/7/2017 0157,2017-000561,CLOSED.  CLEARED BY ARREST
