IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : PINES LODGE,4/9/2021 0012,4/9/2021 0012,4/9/2021 0012,2021-000346,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/9/2021 1542,4/9/2021 0700,4/9/2021 1345,2021-000347,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MARTIN DINING HALL,4/9/2021 2022,4/9/2021 2022,4/9/2021 2022,2021-000348,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : SLANTWALK,4/10/2021 0112,4/10/2021 0122,4/10/2021 0122,2021-000349,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,MIAMI UNIVERSITY : OXFORD CAMPUS : SLANTWALK,4/10/2021 0112,4/10/2021 0122,4/10/2021 0122,2021-000349,CLOSED.  CLEARED BY ARREST
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/11/2021 1251,4/10/2021 1700,4/11/2021 1200,2021-000350,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/11/2021 2135,4/11/2021 2135,4/11/2021 2145,2021-000351,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/12/2021 1622,4/12/2021 1622,4/12/2021 1800,2021-000353,CLOSED
MISSING PERSON,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/12/2021 1622,4/12/2021 1622,4/12/2021 1800,2021-000353,CLOSED
ASSAULT,CITY OF OXFORD,4/12/2021 2145,1/1/2014 0001,12/31/2014 2359,2021-000355,OPEN
SEX OFFENSE,CITY OF OXFORD,4/12/2021 2145,1/1/2014 0001,12/31/2014 2359,2021-000355,OPEN
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,4/13/2021 0204,4/13/2021 0204,4/13/2021 0204,2021-000354,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/14/2021 0227,4/14/2021 0227,4/14/2021 0227,2021-000356,CLOSED. REFERRED TO COMMUNITY STANDARDS
SEX OFFENSE : RAPE,CITY OF OXFORD,4/14/2021 0900,3/20/2021 0001,3/20/2021 2359,2021-000358,CLOSED. REFERRED TO OTHER LE AGENCY
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,4/14/2021 1236,4/14/2021 1236,4/14/2021 1236,2021-000357,CLOSED
SEX OFFENSE,CITY OF OXFORD,4/14/2021 1312,4/2/2021 0000,4/2/2021 0000,2021-000359,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,4/15/2021 1152,4/12/2021 1530,4/14/2021 1300,2021-000360,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/16/2021 0145,4/16/2021 0145,4/16/2021 0145,2021-000361,CLOSED
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/16/2021 0149,4/16/2021 0149,4/16/2021 0155,2021-000362,CLOSED. REFERRED TO COMMUNITY STANDARDS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/16/2021 0203,4/16/2021 0203,4/16/2021 0209,2021-000363,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,4/16/2021 0248,4/16/2021 0248,4/16/2021 0248,2021-000364,CLOSED.  CLEARED BY ARREST
TRAFFIC LAW VIOLATION (Count 1),MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,4/16/2021 0248,4/16/2021 0248,4/16/2021 0248,2021-000364,CLOSED.  CLEARED BY ARREST
TRAFFIC LAW VIOLATION (Count 2),MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,4/16/2021 0248,4/16/2021 0248,4/16/2021 0248,2021-000364,CLOSED.  CLEARED BY ARREST
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/16/2021 0947,4/15/2021 1530,4/16/2021 0830,2021-000365,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/16/2021 1011,4/15/2021 1530,4/16/2021 0830,2021-000366,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/16/2021 1011,4/15/2021 1530,4/16/2021 0830,2021-000366,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/16/2021 1018,4/16/2021 0730,4/16/2021 1000,2021-000367,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/16/2021 2132,4/16/2021 2100,4/16/2021 2128,2021-000368,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/17/2021 0002,4/17/2021 0000,4/17/2021 0000,2021-000369,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/17/2021 0002,4/17/2021 0000,4/17/2021 0000,2021-000369,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/17/2021 0213,4/17/2021 0213,4/17/2021 0226,2021-000370,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/17/2021 0528,4/17/2021 0000,4/17/2021 0010,2021-000371,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DRIVE,4/17/2021 0856,4/16/2021 1915,4/17/2021 0855,2021-000373,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/17/2021 1401,4/17/2021 1401,4/17/2021 1401,2021-000372,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/17/2021 1401,4/17/2021 1401,4/17/2021 1401,2021-000372,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/17/2021 2047,4/17/2021 2047,4/17/2021 2047,2021-000374,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/18/2021 0205,4/18/2021 0205,4/18/2021 0206,2021-000375,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/18/2021 0205,4/18/2021 0205,4/18/2021 0206,2021-000375,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,4/18/2021 0256,4/18/2021 0256,4/18/2021 0256,2021-000376,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/18/2021 0511,4/18/2021 0511,4/18/2021 0529,2021-000377,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/18/2021 0533,4/18/2021 0533,4/18/2021 0533,2021-000378,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : FISHER HALL,4/18/2021 1554,4/9/2021 0900,4/9/2021 1000,2021-000379,CLOSED
MENACING,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/19/2021 0832,1/1/2019 0000,4/17/2021 0800,2021-000380,CLOSED
DATING VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/19/2021 0832,1/1/2019 0000,4/17/2021 0800,2021-000380,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,4/19/2021 1311,2/24/2021 1200,3/13/2021 1200,2021-000381,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/20/2021 0710,4/19/2021 1600,4/20/2021 0630,2021-000382,CLOSED
SEX OFFENSE,OTHER JURISDICTION,4/20/2021 1256,7/1/2016 0000,7/31/2016 2359,2021-000383,OPEN
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR ESTATE,4/20/2021 1909,4/20/2021 1909,4/20/2021 1909,2021-000384,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR ESTATE,4/20/2021 1909,4/20/2021 1909,4/20/2021 1909,2021-000384,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/20/2021 2028,4/20/2021 2028,4/20/2021 2028,2021-000385,OPEN
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,4/21/2021 0216,4/21/2021 0216,4/21/2021 0216,2021-000386,CLOSED. REFERRED TO COMMUNITY STANDARDS
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/21/2021 0920,4/21/2021 0700,4/21/2021 1700,2021-000387,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/21/2021 0921,4/21/2021 0910,4/21/2021 1135,2021-000388,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/21/2021 0921,4/21/2021 0921,4/21/2021 1645,2021-000389,CLOSED
WARRANT SERVICE,CITY OF OXFORD : OXFORD POLICE DEPARTMENT,4/21/2021 1424,4/21/2021 1445,4/21/2021 1450,2021-000390,CLOSED
STALKING,CITY OF OXFORD,4/21/2021 1539,12/1/2020 0001,12/30/2020 2359,2021-000391,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/21/2021 2323,4/21/2021 2324,4/21/2021 2324,2021-000392,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/22/2021 0055,3/13/2021 0051,3/13/2021 0051,2021-000394,OPEN
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/22/2021 0058,4/22/2021 0059,4/22/2021 0100,2021-000393,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/22/2021 0058,4/22/2021 0059,4/22/2021 0100,2021-000393,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,4/22/2021 1153,4/22/2021 1153,4/22/2021 1153,2021-000395,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MURSTEIN ALUMNI CENTER,4/22/2021 1206,4/22/2021 1206,4/22/2021 1206,2021-000396,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : NIKE BASE,4/22/2021 2352,4/22/2021 2352,4/22/2021 2352,2021-000397,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : PATTERSON AVE (S. 0-899 BLK),4/23/2021 0941,4/23/2021 0927,4/23/2021 0928,2021-000398,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/23/2021 1134,4/23/2021 1134,4/23/2021 1134,2021-000399,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : HIGH ST,4/23/2021 2309,4/23/2021 2308,4/23/2021 2308,2021-000400,CLOSED.  UTT/UTC ISSUED.
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/24/2021 0832,4/23/2021 2000,4/24/2021 0832,2021-000403,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/24/2021 0832,4/23/2021 2000,4/24/2021 0832,2021-000403,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : 21 N UNIVERSITY,4/24/2021 1453,4/23/2021 2330,4/24/2021 0000,2021-000404,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/24/2021 1702,4/24/2021 1702,4/24/2021 1702,2021-000405,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/24/2021 1702,4/24/2021 1702,4/24/2021 1702,2021-000405,CLOSED
SEX OFFENSE : GROSS SEXUAL IMPOSITION,CITY OF OXFORD : CAMPUS AVE,4/24/2021 1858,4/24/2021 1730,4/24/2021 1730,2021-000406,CLOSED. REFERRED TO OTHER LE AGENCY
SEX OFFENSE : FONDLING,CITY OF OXFORD : CAMPUS AVE,4/24/2021 1858,4/24/2021 1730,4/24/2021 1730,2021-000406,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/24/2021 2214,4/24/2021 2214,4/24/2021 2230,2021-000407,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,4/24/2021 2311,4/24/2021 2311,4/24/2021 2311,2021-000408,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,4/25/2021 0328,4/25/2021 0328,4/25/2021 0328,2021-000409,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/25/2021 0458,4/25/2021 0458,4/25/2021 0458,2021-000410,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/25/2021 0509,4/25/2021 0509,4/25/2021 0540,2021-000412,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/25/2021 0509,4/25/2021 0509,4/25/2021 0540,2021-000412,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/25/2021 0524,4/25/2021 0524,4/25/2021 0600,2021-000411,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/25/2021 0524,4/25/2021 0524,4/25/2021 0600,2021-000411,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,4/25/2021 0847,4/25/2021 0240,4/25/2021 0847,2021-000413,CLOSED. REFERRED TO COMMUNITY STANDARDS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/25/2021 0942,4/24/2021 1800,4/24/2021 2000,2021-000414,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,4/25/2021 1137,4/24/2021 1600,4/25/2021 1139,2021-000415,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/25/2021 1251,4/25/2021 0200,4/25/2021 1113,2021-000416,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,4/25/2021 1506,4/25/2021 1400,4/25/2021 1400,2021-000417,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/25/2021 1548,4/25/2021 1234,4/25/2021 1548,2021-000418,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/25/2021 2100,8/17/2020 0000,4/22/2021 2100,2021-000419,OPEN
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,4/25/2021 2100,8/17/2020 0000,4/22/2021 2100,2021-000419,OPEN
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),4/26/2021 0914,4/26/2021 0914,4/26/2021 0914,2021-000421,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/26/2021 1300,4/26/2021 1300,4/26/2021 1315,2021-000422,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,4/26/2021 1653,4/25/2021 1700,4/26/2021 1500,2021-000423,OPEN
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,4/26/2021 2201,4/26/2021 2201,4/26/2021 2201,2021-000424,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/27/2021 0418,4/27/2021 0418,4/27/2021 0418,2021-000425,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,4/27/2021 1006,4/27/2021 0840,4/27/2021 1700,2021-000426,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,4/27/2021 1419,4/18/2021 2055,4/18/2021 2055,2021-000429,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MACMILLAN HALL,4/27/2021 1432,4/27/2021 1432,4/27/2021 1432,2021-000428,CLOSED. REFERRED TO COMMUNITY STANDARDS
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : MACMILLAN HALL,4/27/2021 1432,4/27/2021 1432,4/27/2021 1432,2021-000428,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/27/2021 1509,4/27/2021 1509,4/27/2021 1509,2021-000430,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,4/28/2021 0901,4/26/2021 2300,4/26/2021 2305,2021-000431,CLOSED
CANINE DEPLOYMENT,CITY OF OXFORD : CONTRERAS RD,4/28/2021 1421,4/28/2021 1421,4/28/2021 1515,2021-000432,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/28/2021 2143,4/28/2021 2143,4/28/2021 2154,2021-000433,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/29/2021 2256,4/29/2021 2256,4/29/2021 2256,2021-000434,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,4/30/2021 0322,4/30/2021 0322,4/30/2021 0350,2021-000435,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,4/30/2021 0322,4/30/2021 0322,4/30/2021 0350,2021-000435,CLOSED. REFERRED TO COMMUNITY STANDARDS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,4/30/2021 0813,4/29/2021 1600,4/30/2021 0812,2021-000436,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,4/30/2021 1039,4/30/2021 1030,4/30/2021 1930,2021-000437,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,4/30/2021 1342,4/30/2021 0800,4/30/2021 1200,2021-000438,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/30/2021 1732,4/30/2021 1732,4/30/2021 1732,2021-000439,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,4/30/2021 1732,4/30/2021 1732,4/30/2021 1732,2021-000439,CLOSED. REFERRED TO COMMUNITY STANDARDS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,4/30/2021 1851,4/19/2021 0900,4/30/2021 1851,2021-000440,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,5/1/2021 0009,5/1/2021 0009,5/1/2021 0009,2021-000441,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,5/1/2021 0009,5/1/2021 0009,5/1/2021 0009,2021-000441,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,5/1/2021 0009,5/1/2021 0009,5/1/2021 0009,2021-000441,CLOSED. REFERRED TO COMMUNITY STANDARDS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,5/1/2021 0024,4/30/2021 2200,5/1/2021 0024,2021-000442,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,5/1/2021 0228,5/1/2021 0228,5/1/2021 0300,2021-000443,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,5/1/2021 0228,5/1/2021 0228,5/1/2021 0300,2021-000443,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,5/1/2021 0708,5/1/2021 0708,5/1/2021 0708,2021-000444,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,5/1/2021 1102,5/1/2021 0200,5/1/2021 0700,2021-000445,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,5/1/2021 1955,5/1/2021 1955,5/1/2021 1955,2021-000446,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,5/1/2021 1955,5/1/2021 1955,5/1/2021 1955,2021-000446,OPEN
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MARTIN DINING HALL,5/2/2021 0304,5/2/2021 0304,5/2/2021 0304,2021-000447,CLOSED. REFERRED TO COMMUNITY STANDARDS
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,5/2/2021 1430,4/28/2021 0000,4/28/2021 0000,2021-000448,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,5/2/2021 1430,4/28/2021 0000,4/28/2021 0000,2021-000448,UNFOUNDED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,5/2/2021 2037,5/2/2021 2036,5/2/2021 2042,2021-000449,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,5/2/2021 2037,5/2/2021 2036,5/2/2021 2042,2021-000449,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,5/3/2021 0242,5/3/2021 0242,5/3/2021 0242,2021-000451,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,5/3/2021 1454,5/1/2021 1600,5/2/2021 1530,2021-000452,CLOSED
DATING VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,5/3/2021 1522,5/3/2021 1522,5/3/2021 1522,2021-000453,CLOSED. REFERRED TO COMMUNITY STANDARDS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,5/3/2021 1605,5/2/2021 2330,5/3/2021 1545,2021-000454,CLOSED
OTHER CRIMINAL OFFENSE,CITY OF OXFORD : SPRING ST,5/3/2021 2306,5/3/2021 2306,5/3/2021 2306,2021-000455,CLOSED.  ARREST MADE BY OTHER LE AGENCY
RECEIVING STOLEN PROPERTY,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,5/4/2021 0633,5/4/2021 0633,5/4/2021 0715,2021-000456,CLOSED. REFERRED TO OTHER LE AGENCY
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,5/4/2021 0633,5/4/2021 0633,5/4/2021 0715,2021-000456,CLOSED. REFERRED TO OTHER LE AGENCY
STALKING,CITY OF OXFORD : BROWN RD,5/4/2021 1611,2/1/2021 0001,5/3/2021 1300,2021-000460,CLOSED. REFERRED TO OTHER LE AGENCY
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,5/4/2021 1959,5/4/2021 1959,5/4/2021 1959,2021-000457,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DITMER PARKING LOT,5/4/2021 2245,5/4/2021 1700,5/4/2021 2245,2021-000458,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,5/5/2021 0200,5/5/2021 0200,5/5/2021 0210,2021-000459,CLOSED
SEX OFFENSE : FONDLING,CITY OF OXFORD : ARROWHEAD DR,5/5/2021 0901,11/1/2020 0000,11/30/2020 2359,2021-000462,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,5/5/2021 1349,5/5/2021 1349,5/5/2021 1349,2021-000461,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,5/5/2021 1847,1/28/2021 1501,1/28/2021 1501,2021-000463,CLOSED. REFERRED TO COMMUNITY STANDARDS
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,5/5/2021 1918,2/5/2021 0800,5/5/2021 1918,2021-000464,CLOSED. REFERRED TO COMMUNITY STANDARDS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,5/5/2021 1918,2/5/2021 0800,5/5/2021 1918,2021-000464,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,5/6/2021 0130,5/6/2021 0130,5/6/2021 0150,2021-000465,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,5/6/2021 0157,5/6/2021 0100,5/6/2021 0157,2021-000466,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,5/6/2021 1011,5/5/2021 1257,5/5/2021 1312,2021-000467,CLOSED.  CLEARED BY SUMMONS
