IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,3/13/2015 1257,8/25/2014 0000,12/12/2014 0000,2015-000320,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,3/13/2015 2145,3/14/2015 2145,3/14/2015 2145,2015-000323,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/13/2015 2355,3/13/2015 2355,3/13/2015 2355,2015-000324,CLOSED.  REFERRED TO OESCR
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/14/2015 0201,3/14/2015 0201,3/14/2015 0201,2015-000325,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,3/14/2015 0227,3/14/2015 0227,3/14/2015 0227,2015-000327,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,3/14/2015 0227,3/14/2015 0227,3/14/2015 0227,2015-000327,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : BISHOP ST,3/14/2015 0238,3/14/2015 0238,3/14/2015 0238,2015-000326,CLOSED.  CLEARED BY SUMMONS
TRAFFIC CRASH,CITY OF OXFORD : OAK ST,3/14/2015 1211,3/14/2015 1211,3/14/2015 1211,2015-000328,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,CITY OF OXFORD : HIGH ST,3/14/2015 2330,3/14/2015 2330,3/14/2015 2330,2015-000329,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : BOYD HALL,3/15/2015 0045,3/15/2015 0045,3/15/2015 0045,2015-000330,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/15/2015 0112,3/15/2015 0112,3/15/2015 0112,2015-000331,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/15/2015 0320,3/15/2015 0320,3/15/2015 0320,2015-000332,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/15/2015 0345,3/15/2015 0345,3/15/2015 0345,2015-000333,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/15/2015 0345,3/15/2015 0345,3/15/2015 0345,2015-000333,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/15/2015 0414,3/15/2015 0414,3/15/2015 0414,2015-000334,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,3/15/2015 0757,3/15/2015 0757,3/15/2015 0757,2015-000335,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,3/15/2015 0838,3/15/2015 0838,3/15/2015 0838,2015-000336,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/15/2015 1047,3/14/2015 1730,3/15/2015 1047,2015-000337,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/15/2015 1049,3/14/2015 1730,3/15/2015 0900,2015-000338,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,3/15/2015 1353,3/15/2015 1353,3/15/2015 1353,2015-000339,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/15/2015 2248,Unknown,3/15/2015 2248,2015-000341,CLOSED
PROPERTY : FOUND,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/16/2015 0159,3/16/2015 0159,3/16/2015 0159,2015-000342,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : CAMPUS AVE,3/16/2015 0229,3/16/2015 0229,3/16/2015 0229,2015-000344,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/16/2015 0802,3/13/2015 1630,3/16/2015 0600,2015-000343,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,3/16/2015 1218,3/16/2015 1216,3/16/2015 1216,2015-000345,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : TALLAWANDA RD,3/16/2015 1450,3/16/2015 1450,3/16/2015 1450,2015-000346,CLOSED.  UTT/UTC ISSUED.
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,3/17/2015 0746,3/17/2015 0746,3/17/2015 0746,2015-000347,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : NORTH CAMPUS PARKING GARAGE,3/17/2015 1029,3/17/2015 1029,3/17/2015 1029,2015-000348,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/17/2015 1333,3/17/2015 1333,3/17/2015 1333,2015-000349,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/17/2015 1415,12/1/2014 2000,3/1/2015 1900,2015-000350,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,3/17/2015 1459,3/17/2015 1459,3/17/2015 1459,2015-000351,CLOSED
INFORMATION,CITY OF OXFORD : CAMPUS AVE,3/17/2015 1559,3/17/2015 1500,3/17/2015 1500,2015-000352,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,3/17/2015 1713,3/15/2015 2200,3/17/2015 1230,2015-000353,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,3/17/2015 2250,3/17/2015 2250,3/17/2015 2250,2015-000354,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : TALLAWANDA RD,3/18/2015 0125,3/18/2015 0125,3/18/2015 0125,2015-000355,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,3/18/2015 0220,3/18/2015 0220,3/18/2015 0220,2015-000356,CLOSED.  UTT/UTC ISSUED.
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HIESTAND HALL,3/18/2015 0921,3/18/2015 0921,3/18/2015 0921,2015-000357,CLOSED
WARRANT SERVICE,OTHER JURISDICTION,3/18/2015 1111,3/16/2015 1330,3/16/2015 1550,2015-000358,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,3/18/2015 1144,3/12/2015 1700,3/16/2015 1200,2015-000359,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,3/18/2015 1505,3/18/2015 1505,3/18/2015 1505,2015-000360,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS,3/18/2015 1533,3/17/2015 1730,3/17/2015 1800,2015-000361,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : STODDARD HALL,3/18/2015 1600,3/17/2015 1130,3/18/2015 1600,2015-000362,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,3/18/2015 1745,3/18/2015 1745,3/18/2015 1745,2015-000363,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,3/18/2015 1747,3/18/2015 1747,3/18/2015 1747,2015-000364,CLOSED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/18/2015 1901,3/18/2015 1901,3/18/2015 1901,2015-000365,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,3/18/2015 1929,3/18/2015 1830,3/18/2015 1830,2015-000366,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/18/2015 2130,3/18/2015 2130,3/18/2015 2130,2015-000367,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,3/19/2015 0205,3/19/2015 0205,3/19/2015 0205,2015-000368,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION,CITY OF OXFORD : HIGH ST,3/19/2015 0205,3/19/2015 0205,3/19/2015 0205,2015-000368,CLOSED.  CLEARED BY SUMMONS
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,3/19/2015 0800,3/19/2015 0800,3/19/2015 1345,2015-000372,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/19/2015 0823,3/19/2015 0823,3/19/2015 0823,2015-000369,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : CAMPUS AVE,3/19/2015 1331,3/19/2015 1331,3/19/2015 1331,2015-000373,CLOSED.  CLEARED BY SUMMONS
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/19/2015 1335,3/19/2015 1335,3/19/2015 1400,2015-000370,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : IRVIN DRIVE,3/19/2015 1344,3/19/2015 1347,3/19/2015 1347,2015-000371,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,3/19/2015 1500,3/19/2015 0200,3/19/2015 0700,2015-000374,OPEN
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/19/2015 1537,3/19/2015 1537,3/19/2015 1537,2015-000375,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/19/2015 1537,3/19/2015 1537,3/19/2015 1537,2015-000375,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/19/2015 1641,3/19/2015 1641,3/19/2015 1700,2015-000376,CLOSED.  CLEARED BY SUMMONS
TRAFFIC CRASH,CITY OF OXFORD : PATTERSON AVE,3/19/2015 1712,3/19/2015 0630,3/19/2015 1708,2015-000377,CLOSED
TRAFFIC LAW VIOLATION : DRIVING UNDER SUSPENSION,CITY OF OXFORD : OAK ST,3/19/2015 1836,3/19/2015 1836,3/19/2015 1836,2015-000378,CLOSED.  UTT/UTC ISSUED.
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/19/2015 2235,3/19/2015 2235,3/19/2015 2235,2015-000379,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,3/19/2015 2253,3/19/2015 2253,3/19/2015 2253,2015-000380,CLOSED.  CLEARED BY SUMMONS
THEFT : OF A MOTOR VEHICLE,CITY OF OXFORD : PATTERSON AVE,3/19/2015 2343,3/19/2015 2343,3/19/2015 2343,2015-000381,CLOSED
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,CITY OF OXFORD : CAMPUS AVE,3/20/2015 0048,3/20/2015 0048,3/20/2015 0048,2015-000382,CLOSED.  CLEARED BY ARREST
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,CITY OF OXFORD : MAIN ST,3/20/2015 0125,3/20/2015 0125,3/20/2015 0125,2015-000383,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,3/20/2015 0451,3/20/2015 0451,3/20/2015 0451,2015-000384,CLOSED.  CLEARED BY ARREST
FORENSIC EXAM,OTHER JURISDICTION,3/20/2015 0734,3/20/2015 0815,3/20/2015 1630,2015-000385,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : INDOOR SPORTS CENTER,3/20/2015 0953,3/20/2015 0953,3/20/2015 0953,2015-000386,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,3/20/2015 1735,3/20/2015 1735,3/20/2015 1735,2015-000387,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/20/2015 1809,3/20/2015 1809,3/20/2015 1809,2015-000388,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/20/2015 1921,3/20/2015 1921,3/20/2015 1921,2015-000389,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/20/2015 2027,3/20/2015 2027,3/20/2015 2027,2015-000390,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
TRAFFIC LAW VIOLATION,CITY OF OXFORD : CHESTNUT ST,3/20/2015 2112,3/20/2015 2112,3/20/2015 2112,2015-000391,CLOSED.  UTT/UTC ISSUED.
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,3/20/2015 2354,3/20/2015 2354,3/20/2015 2354,2015-000392,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,3/21/2015 0225,3/21/2015 0225,3/21/2015 0225,2015-000393,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,3/21/2015 2151,3/21/2015 2251,3/21/2015 2251,2015-000394,CLOSED.  UTT/UTC ISSUED.
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,3/22/2015 0306,3/22/2015 0306,3/22/2015 0306,2015-000395,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/23/2015 2325,3/23/2015 2325,3/23/2015 2325,2015-000396,CLOSED
INFORMATION,OTHER JURISDICTION,3/25/2015 1856,3/25/2015 1856,3/25/2015 1856,2015-000398,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,3/25/2015 2249,3/25/2015 2249,3/25/2015 2249,2015-000397,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,3/26/2015 0844,3/25/2015 2000,3/26/2015 0815,2015-000399,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,3/27/2015 1415,3/27/2015 1415,3/27/2015 1415,2015-000400,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/27/2015 1612,3/27/2015 1612,3/27/2015 1612,2015-000401,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,3/28/2015 1204,3/28/2015 1204,3/28/2015 1204,2015-000402,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,3/28/2015 1339,3/28/2015 1339,3/28/2015 1339,2015-000403,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,3/28/2015 2252,3/28/2015 2252,3/28/2015 2252,2015-000405,CLOSED.  UTT/UTC ISSUED.
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/30/2015 0443,3/30/2015 0443,3/30/2015 0443,2015-000407,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,3/30/2015 1622,3/30/2015 1622,3/30/2015 1622,2015-000408,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/31/2015 0055,3/31/2015 0055,3/31/2015 0055,2015-000409,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,3/31/2015 1007,3/31/2015 1007,3/31/2015 1007,2015-000410,CLOSED.  CLEARED BY SUMMONS
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,3/31/2015 1148,3/31/2015 1148,3/31/2015 1148,2015-000411,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,3/31/2015 1540,3/31/2015 1530,3/31/2015 1532,2015-000412,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : CULLER HALL,3/31/2015 1805,3/31/2015 1420,3/31/2015 1555,2015-000413,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,3/31/2015 1916,3/31/2015 1916,3/31/2015 1916,2015-000414,CLOSED.  REFERRED TO OESCR
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,3/31/2015 1952,3/31/2015 1952,3/31/2015 1952,2015-000415,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/31/2015 2106,3/31/2015 2106,3/31/2015 2106,2015-000417,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/31/2015 2109,3/30/2015 1945,3/30/2015 2330,2015-000416,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/31/2015 2238,3/31/2015 2238,3/31/2015 2238,2015-000418,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,4/1/2015 0141,4/1/2015 0141,4/1/2015 0141,2015-000419,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CHILD DEVELOPMENT CTR,4/1/2015 1727,4/1/2015 1727,4/1/2015 1727,2015-000420,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : CAMPUS AVE,4/1/2015 1757,4/1/2015 1757,4/1/2015 1757,2015-000421,CLOSED.  UTT/UTC ISSUED.
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER FOR PERFORMING ARTS,4/2/2015 0149,4/2/2015 0149,4/2/2015 0149,2015-000422,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STEAM POWER PLANT,4/2/2015 1038,4/2/2015 1038,4/2/2015 1038,2015-000423,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MURSTEIN ALUMNI CENTER,4/2/2015 1244,4/2/2015 0800,4/2/2015 1240,2015-000424,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/2/2015 2209,4/2/2015 2209,4/2/2015 2209,2015-000426,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HALL AUDITORIUM,4/2/2015 2215,4/2/2015 2215,4/2/2015 2215,2015-000425,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/3/2015 0207,4/3/2015 0207,4/3/2015 0207,2015-000427,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/3/2015 0207,4/3/2015 0207,4/3/2015 0207,2015-000427,CLOSED.  REFERRED TO OESCR
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/3/2015 0236,4/3/2015 0236,4/3/2015 0236,2015-000431,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,4/3/2015 0252,4/3/2015 0252,4/3/2015 0252,2015-000428,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,4/3/2015 0312,4/3/2015 0312,4/3/2015 0312,2015-000429,CLOSED.  CLEARED BY ARREST
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),4/3/2015 0323,4/3/2015 0323,4/3/2015 0323,2015-000430,CLOSED. REFERRED TO OTHER LE AGENCY
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/3/2015 1626,4/3/2015 1626,4/3/2015 1626,2015-000432,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/3/2015 2001,4/3/2015 2001,4/3/2015 2001,2015-000433,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,4/4/2015 0122,4/4/2015 0122,4/4/2015 0122,2015-000434,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,4/4/2015 0338,4/4/2015 0338,4/4/2015 0338,2015-000435,CLOSED.  CLEARED BY SUMMONS
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/4/2015 0551,4/4/2015 0555,4/4/2015 0551,2015-000436,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HALL AUDITORIUM,4/4/2015 0821,4/1/2015 1200,4/4/2015 0853,2015-000437,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,4/4/2015 2229,4/4/2015 2229,4/4/2015 2229,2015-000438,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/4/2015 2332,4/4/2015 2340,4/4/2015 2340,2015-000439,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/5/2015 0131,4/5/2015 1230,4/5/2015 0130,2015-000440,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/5/2015 0131,4/5/2015 1230,4/5/2015 0130,2015-000440,CLOSED.  CLEARED BY ARREST
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,4/5/2015 0333,4/5/2015 0333,4/5/2015 0333,2015-000441,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,4/5/2015 1653,4/5/2015 1653,4/5/2015 1653,2015-000442,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,4/5/2015 1958,4/5/2015 1958,4/5/2015 1958,2015-000443,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/5/2015 2212,4/5/2015 2212,4/5/2015 2212,2015-000444,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/6/2015 0238,4/6/2015 0238,4/6/2015 0238,2015-000445,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,4/6/2015 1749,4/5/2015 2140,4/5/2015 2200,2015-000446,CLOSED.  REFERRED TO OESCR
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,4/6/2015 1753,4/6/2015 1410,4/6/2015 1734,2015-000447,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,4/7/2015 0854,4/7/2015 0854,4/7/2015 0854,2015-000449,CLOSED
DOMESTIC VIOLENCE,CITY OF OXFORD,4/7/2015 1313,3/31/2015 0000,4/5/2015 1300,2015-000450,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : MAPLE ST,4/7/2015 1701,4/7/2015 1701,4/7/2015 1701,2015-000451,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,4/7/2015 1703,10/1/2014 0800,4/6/2015 1700,2015-000452,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,4/7/2015 2024,4/7/2015 0000,4/7/2015 0000,2015-000453,OPEN
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : WRA CABIN,4/7/2015 2313,4/7/2015 2313,4/7/2015 2313,2015-000454,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/8/2015 0155,4/8/2015 0155,4/8/2015 0155,2015-000455,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,4/8/2015 0155,4/8/2015 0155,4/8/2015 0155,2015-000455,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,4/8/2015 1522,4/8/2015 1522,4/8/2015 1522,2015-000456,CLOSED
MEDICAL : ASSIST,CITY OF OXFORD : CAMPUS AVE,4/10/2015 0146,4/10/2015 0146,4/10/2015 0146,2015-000457,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,4/10/2015 0724,4/9/2015 0400,4/9/2015 1100,2015-000458,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,4/10/2015 1121,4/8/2015 1030,4/10/2015 0800,2015-000459,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : BLANCHARD HOUSE,4/10/2015 2257,4/11/2015 2257,4/11/2015 2257,2015-000460,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,4/10/2015 2322,4/10/2015 2322,4/10/2015 2322,2015-000461,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/11/2015 0224,4/11/2015 0224,4/11/2015 0224,2015-000464,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,4/11/2015 0224,4/11/2015 0224,4/11/2015 0224,2015-000462,CLOSED.  CLEARED BY ARREST
