IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,2/9/2023 1031,2/9/2023 1031,2/9/2023 1031,2023-000141,CLOSED
WELFARE CHECK,CITY OF OXFORD : SPRING ST,2/9/2023 1120,2/9/2023 1120,2/9/2023 1120,2023-000142,CLOSED
HAZING,CITY OF OXFORD,2/9/2023 1206,11/17/2022 0000,11/17/2022 2359,2023-000145,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,2/9/2023 1208,2/9/2023 1208,2/9/2023 1208,2023-000143,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,2/9/2023 2217,2/9/2023 2217,2/9/2023 2217,2023-000146,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/9/2023 2355,2/9/2023 2355,2/9/2023 2355,2023-000147,CLOSED. REFERRED TO OTHER LE AGENCY
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/9/2023 2355,2/9/2023 2355,2/9/2023 2355,2023-000147,CLOSED. REFERRED TO OTHER LE AGENCY
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/9/2023 2355,2/9/2023 2355,2/9/2023 2355,2023-000147,CLOSED. REFERRED TO OTHER LE AGENCY
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,2/10/2023 0003,2/10/2023 0003,2/10/2023 0003,2023-000148,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,2/10/2023 0143,2/10/2023 0143,2/10/2023 0143,2023-000149,UNFOUNDED
PROPERTY : DAMAGE,CITY OF OXFORD : MAPLE ST,2/10/2023 1152,2/10/2023 1152,2/10/2023 1152,2023-000150,CLOSED
HAZING,CITY OF OXFORD,2/10/2023 1208,1/26/2023 0000,Unknown,2023-000151,CLOSED. REFERRED TO OTHER LE AGENCY
HAZING,UNKNOWN,2/10/2023 2001,2/10/2023 1300,2/10/2023 1300,2023-000162,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/10/2023 2052,2/10/2023 2052,2/10/2023 2052,2023-000152,CLOSED
EXTORTION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,2/10/2023 2140,2/10/2023 2020,2/10/2023 2354,2023-000153,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,2/10/2023 2140,2/10/2023 2020,2/10/2023 2354,2023-000153,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/10/2023 2332,2/10/2023 2332,2/10/2023 2332,2023-000154,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/10/2023 2332,2/10/2023 2332,2/10/2023 2332,2023-000154,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/10/2023 2332,2/10/2023 2332,2/10/2023 2332,2023-000154,CLOSED.  CLEARED BY SUMMONS
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,2/10/2023 2335,2/10/2023 2335,2/10/2023 2335,2023-000155,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,2/11/2023 0100,2/11/2023 0100,2/11/2023 0100,2023-000156,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,2/11/2023 0100,2/11/2023 0100,2/11/2023 0100,2023-000156,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,2/11/2023 0157,2/11/2023 0157,2/11/2023 0157,2023-000157,CLOSED
ASSAULT : AGGRAVATED,UNKNOWN,2/11/2023 0827,2/9/2023 0000,2/9/2023 2359,2023-000161,CLOSED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLE ST,2/11/2023 2131,2/11/2023 2131,2/11/2023 2131,2023-000159,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/12/2023 0335,2/12/2023 0335,2/12/2023 0335,2023-000160,CLOSED
SEX OFFENSE : RAPE,CITY OF OXFORD,2/13/2023 1517,2/11/2023 0000,2/11/2023 2359,2023-000167,CLOSED. REFERRED TO OTHER LE AGENCY
HAZING,CITY OF OXFORD,2/13/2023 1530,1/23/2023 0800,2/13/2023 1440,2023-000168,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLE ST,2/13/2023 1559,2/10/2023 1630,2/10/2023 1630,2023-000163,CLOSED. REFERRED TO COMMUNITY STANDARDS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,2/13/2023 1646,12/4/2022 0800,1/30/2023 1900,2023-000164,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,2/13/2023 2226,2/13/2023 2226,2/13/2023 2226,2023-000165,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,2/14/2023 0032,2/14/2023 0032,2/14/2023 0032,2023-000166,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/14/2023 0923,2/13/2023 0900,2/14/2023 0900,2023-000169,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/14/2023 0923,2/13/2023 0900,2/14/2023 0900,2023-000169,CLOSED
INDUCING PANIC,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLE ST,2/14/2023 1002,2/13/2023 2235,2/14/2023 1002,2023-000170,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : OAK ST,2/14/2023 1418,2/13/2023 1315,2/13/2023 1400,2023-000171,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,2/15/2023 0047,2/15/2023 0047,2/15/2023 0047,2023-000172,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/15/2023 0227,2/15/2023 0227,2/15/2023 0227,2023-000173,CLOSED
HAZING,CITY OF OXFORD,2/15/2023 1515,2/11/2023 1100,Unknown,2023-000175,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,2/15/2023 2212,2/15/2023 2211,2/15/2023 2230,2023-000174,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/16/2023 1552,2/16/2023 1552,2/16/2023 1552,2023-000176,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/16/2023 2053,2/16/2023 2053,2/16/2023 2053,2023-000177,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/16/2023 2138,2/16/2023 2137,2/16/2023 2147,2023-000178,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : NIKE BASE,2/17/2023 0214,2/17/2023 0214,2/17/2023 0214,2023-000179,CLOSED
INFORMATION,OTHER JURISDICTION,2/17/2023 0812,2/17/2023 0600,2/17/2023 0812,2023-000180,CLOSED
INFORMATION,MIAMI UNIVERSITY : HAMILTON CAMPUS,2/17/2023 1330,2/15/2023 1450,2/15/2023 1610,2023-000182,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/17/2023 1505,2/17/2023 1505,2/17/2023 1505,2023-000183,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,2/17/2023 1703,2/17/2023 1630,2/17/2023 1730,2023-000184,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,2/18/2023 0117,2/18/2023 0117,2/18/2023 0117,2023-000185,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,2/18/2023 0117,2/18/2023 0117,2/18/2023 0117,2023-000185,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,2/18/2023 0151,2/18/2023 0151,2/18/2023 0151,2023-000186,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,2/18/2023 0151,2/18/2023 0151,2/18/2023 0151,2023-000186,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,2/18/2023 1006,2/12/2023 1830,2/18/2023 1000,2023-000188,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/18/2023 1009,2/18/2023 0200,2/18/2023 0300,2023-000189,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/18/2023 1009,2/18/2023 0200,2/18/2023 0300,2023-000189,OPEN
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,2/18/2023 1019,2/18/2023 1019,2/18/2023 1019,2023-000187,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : PHI DELTA THETA GATES,2/18/2023 2158,2/18/2023 2158,2/19/2023 0148,2023-000198,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,2/19/2023 0125,2/19/2023 0125,2/19/2023 0125,2023-000191,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,2/19/2023 0125,2/19/2023 0125,2/19/2023 0125,2023-000191,CLOSED
MENACING,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,2/19/2023 0129,2/19/2023 0113,2/19/2023 2245,2023-000190,CLOSED.  CLEARED BY ARREST
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,2/19/2023 0129,2/19/2023 0113,2/19/2023 2245,2023-000190,CLOSED.  CLEARED BY ARREST
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,2/19/2023 0332,2/19/2023 0332,2/19/2023 0400,2023-000192,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,2/19/2023 0332,2/19/2023 0332,2/19/2023 0400,2023-000192,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,2/19/2023 1502,2/13/2023 0800,2/13/2023 1300,2023-000195,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,2/19/2023 1502,2/19/2023 1200,2/19/2023 1700,2023-000194,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,2/19/2023 1502,2/19/2023 0730,2/19/2023 1730,2023-000193,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLE ST,2/19/2023 1701,2/17/2023 1735,2/19/2023 1130,2023-000196,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/19/2023 1814,2/19/2023 1814,2/19/2023 1814,2023-000197,CLOSED
DATING VIOLENCE,CITY OF OXFORD,2/20/2023 1003,Unknown,Unknown,2023-000200,OPEN
STALKING,CITY OF OXFORD,2/20/2023 1003,Unknown,Unknown,2023-000200,OPEN
THEFT,CITY OF OXFORD : SPRING ST,2/20/2023 1110,2/20/2023 1113,2/20/2023 1113,2023-000199,CLOSED.  CLEARED BY ARREST
STALKING,CITY OF OXFORD,2/20/2023 1501,Unknown,Unknown,2023-000206,CLOSED. REFERRED TO OTHER LE AGENCY
SEX OFFENSE : RAPE,OTHER JURISDICTION,2/20/2023 1609,4/13/2016 0000,4/13/2016 2359,2023-000205,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/20/2023 1722,2/20/2023 1722,2/20/2023 1722,2023-000201,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : REID HALL,2/20/2023 1744,2/20/2023 1744,2/20/2023 1744,2023-000202,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,2/20/2023 2115,2/20/2023 2115,2/20/2023 2115,2023-000203,CLOSED
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCVEY DATA SCIENCE BUILDING,2/20/2023 2208,2/20/2023 2208,2/20/2023 2208,2023-000204,UNFOUNDED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/21/2023 2214,2/21/2023 2214,2/21/2023 2214,2023-000207,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,2/22/2023 0016,2/22/2023 0016,2/22/2023 0016,2023-000208,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,2/22/2023 0016,2/22/2023 0016,2/22/2023 0016,2023-000208,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : BLANCHARD HOUSE,2/22/2023 0943,2/22/2023 0943,2/22/2023 0943,2023-000209,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,2/22/2023 2120,2/26/2023 2120,2/26/2023 2120,2023-000210,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : INDOOR SPORTS CENTER,2/22/2023 2242,2/22/2023 2242,2/22/2023 2242,2023-000211,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/23/2023 0105,2/23/2023 0105,2/23/2023 0135,2023-000212,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,2/23/2023 0105,2/23/2023 0105,2/23/2023 0135,2023-000212,CLOSED
HAZING,MIAMI UNIVERSITY : OXFORD CAMPUS : SHIDELER HALL,2/23/2023 0900,2/21/2023 0900,Unknown,2023-000217,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,2/23/2023 1502,2/23/2023 1501,2/23/2023 1502,2023-000213,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,2/23/2023 1502,2/23/2023 1501,2/23/2023 1502,2023-000213,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/23/2023 2134,2/23/2023 2134,2/23/2023 2134,2023-000214,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/23/2023 2349,2/23/2023 2348,2/24/2023 0001,2023-000215,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,2/24/2023 0130,2/24/2023 0130,2/24/2023 0155,2023-000216,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,2/24/2023 0130,2/24/2023 0130,2/24/2023 0155,2023-000216,CLOSED
SEX OFFENSE : FONDLING,OTHER JURISDICTION,2/24/2023 1319,Unknown,Unknown,2023-000218,CLOSED. REFERRED TO OTHER LE AGENCY
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,2/24/2023 1633,2/19/2023 1200,2/24/2023 1600,2023-000219,CLOSED
ALARM : CO,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,2/24/2023 1752,2/24/2023 1752,2/24/2023 1835,2023-000220,CLOSED
ALARM : CO,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,2/24/2023 1915,2/24/2023 1915,2/24/2023 1915,2023-000221,UNFOUNDED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,2/24/2023 2201,2/24/2023 2043,2/24/2023 2044,2023-000222,CLOSED. REFERRED TO COMMUNITY STANDARDS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,2/24/2023 2237,2/13/2023 1000,2/24/2023 2230,2023-000223,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,2/25/2023 0042,2/25/2023 0042,2/25/2023 0042,2023-000224,CLOSED. REFERRED TO COMMUNITY STANDARDS
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : MIDDLETOWN CAMPUS,2/25/2023 0920,2/24/2023 2000,2/24/2023 2100,2023-000233,CLOSED. REFERRED TO OTHER LE AGENCY
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,2/25/2023 1311,1/23/2023 2300,2/25/2023 1200,2023-000226,CLOSED. REFERRED TO COMMUNITY STANDARDS
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,2/25/2023 1311,1/23/2023 2300,2/25/2023 1200,2023-000226,CLOSED. REFERRED TO COMMUNITY STANDARDS
INFORMATION,OTHER JURISDICTION,2/26/2023 0116,2/26/2023 0230,2/26/2023 0230,2023-000227,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,2/26/2023 1423,2/26/2023 1423,2/26/2023 1423,2023-000228,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,2/26/2023 1437,2/1/2023 0000,2/26/2023 1430,2023-000229,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,2/26/2023 1437,2/1/2023 0000,2/26/2023 1430,2023-000229,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,2/26/2023 2005,2/25/2023 1500,2/26/2023 1200,2023-000230,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL : WEST PARKING LOT,2/26/2023 2005,2/25/2023 1500,2/26/2023 1200,2023-000230,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,2/26/2023 2306,2/26/2023 2306,2/26/2023 2306,2023-000231,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,2/26/2023 2321,2/26/2023 2320,2/26/2023 2336,2023-000232,CLOSED
INFORMATION,MIAMI UNIVERSITY,2/27/2023 1121,5/3/2022 0000,5/3/2022 0000,2023-000234,CLOSED
ASSAULT : AGGRAVATED,OTHER JURISDICTION,2/27/2023 1132,Unknown,Unknown,2023-000235,CLOSED. REFERRED TO OTHER LE AGENCY
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : NELLIE CRAIG WALKER HALL (FKA CAMPUS AVENUE BLDG),2/27/2023 1545,2/27/2023 1544,2/27/2023 1545,2023-000236,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/27/2023 1710,2/27/2023 1710,2/27/2023 1710,2023-000237,CLOSED
MEDICAL : ASSIST,CITY OF OXFORD : CHESTNUT ST,2/27/2023 1752,2/27/2023 1752,2/27/2023 1752,2023-000238,CLOSED.  CLEARED BY CITATION
TRAFFIC CRASH,CITY OF OXFORD : CHESTNUT ST,2/27/2023 1752,2/27/2023 1752,2/27/2023 1752,2023-000238,CLOSED.  CLEARED BY CITATION
TRAFFIC LAW VIOLATION,CITY OF OXFORD : CHESTNUT ST,2/27/2023 1752,2/27/2023 1752,2/27/2023 1752,2023-000238,CLOSED.  CLEARED BY CITATION
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,2/27/2023 1905,2/27/2023 1905,2/27/2023 1905,2023-000239,UNFOUNDED
DOMESTIC VIOLENCE,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,2/27/2023 1905,2/27/2023 1905,2/27/2023 1905,2023-000239,UNFOUNDED
UNLAWFUL RESTRAINT,MIAMI UNIVERSITY : HAMILTON CAMPUS,2/27/2023 1906,2/27/2023 1630,2/27/2023 1830,2023-000246,CLOSED. REFERRED TO OTHER LE AGENCY
DATING VIOLENCE,MIAMI UNIVERSITY : HAMILTON CAMPUS,2/27/2023 1906,2/27/2023 1630,2/27/2023 1830,2023-000246,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,2/28/2023 0120,2/28/2023 0120,2/28/2023 0120,2023-000240,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : MAIN ST,2/28/2023 1618,2/28/2023 1617,2/28/2023 1618,2023-000241,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : MAIN ST,2/28/2023 1618,2/28/2023 1617,2/28/2023 1618,2023-000241,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : EVANS SCHOLARS,2/28/2023 1706,3/28/2023 1706,3/28/2023 1706,2023-000242,CLOSED
EXTORTION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/1/2023 0236,3/1/2023 0145,3/1/2023 0145,2023-000244,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,3/1/2023 0236,3/1/2023 0145,3/1/2023 0145,2023-000244,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,3/1/2023 0251,3/1/2023 0251,3/1/2023 0251,2023-000245,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/1/2023 1652,3/1/2023 1615,3/1/2023 1700,2023-000247,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : CENTER DRIVE,3/1/2023 1701,3/1/2023 1700,3/1/2023 1700,2023-000248,CLOSED.  CLEARED BY CITATION
DATING VIOLENCE,OTHER JURISDICTION,3/1/2023 1740,1/1/2021 0000,12/31/2021 2359,2023-000249,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,3/1/2023 2219,3/1/2023 2219,3/1/2023 2219,2023-000250,CLOSED
UNWANTED COMMUNICATION,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,3/2/2023 1047,9/13/2022 0000,10/24/2022 2359,2023-000251,OPEN
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,3/2/2023 1047,9/13/2022 0000,10/24/2022 2359,2023-000251,OPEN
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : PATTERSON AVE (S. 0-899 BLK),3/2/2023 1559,3/2/2023 1558,3/2/2023 1559,2023-000252,CLOSED.  CLEARED BY CITATION
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PATTERSON AVE (S. 0-899 BLK),3/2/2023 1559,3/2/2023 1558,3/2/2023 1559,2023-000252,CLOSED.  CLEARED BY CITATION
UNWANTED COMMUNICATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,3/2/2023 1700,3/2/2023 1700,3/2/2023 1741,2023-000256,CLOSED
SEX OFFENSE : SEXUAL IMPOSITION,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/2/2023 1741,8/1/2022 0000,8/31/2022 2359,2023-000253,UNFOUNDED
SEX OFFENSE : FONDLING,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/2/2023 1741,8/1/2022 0000,8/31/2022 2359,2023-000253,UNFOUNDED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/3/2023 0329,3/3/2023 0329,3/3/2023 0329,2023-000254,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,3/3/2023 0329,3/3/2023 0329,3/3/2023 0329,2023-000254,CLOSED
DOMESTIC VIOLENCE,OTHER JURISDICTION,3/3/2023 1728,5/8/2022 0000,5/8/2022 2359,2023-000257,CLOSED. REFERRED TO OTHER LE AGENCY
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,3/3/2023 2115,3/3/2023 2115,3/3/2023 2115,2023-000258,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/3/2023 2210,3/3/2023 2210,3/3/2023 2210,2023-000259,CLOSED
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,3/3/2023 2210,3/3/2023 2210,3/3/2023 2210,2023-000259,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,3/3/2023 2309,3/3/2023 2309,3/3/2023 2309,2023-000260,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/4/2023 0053,3/4/2023 0053,3/4/2023 0053,2023-000261,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/4/2023 0053,3/4/2023 0053,3/4/2023 0053,2023-000261,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/4/2023 0122,3/4/2023 0122,3/4/2023 0122,2023-000262,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,3/4/2023 0122,3/4/2023 0122,3/4/2023 0122,2023-000262,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HALL,3/4/2023 0424,3/4/2023 0424,3/4/2023 0424,2023-000264,CLOSED
